,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
258,259,5947,ninja red,5.8,hoodie purple,6.4,blue cat skin,cool_2,5,mohawk red,44.5,56.7
259,260,2333,uwu,5.0,chain,48.3,blue cat skin,classy_1,6.2,halo fire,85.2,144.7
260,261,7100,beard tan,10.2,buttondown tan,8.6,blue cat skin,cool_1,1.2,flower pink,8.4,28.3
261,262,7658,sunglasses cool,10.0,tshirt pink,3.9,blue cat skin,cool_1,1.2,candle,5.6,20.7
262,263,1998,sunglasses blue,3.2,tshirt blue,32.5,blue cat skin,classy_1,6.2,admiral pink,118.8,160.5
263,264,2671,rich,3.6,baseball blue,38.9,blue cat skin,classy_1,6.2,pirate black,83.7,132.5
264,265,6923,glasses,4.8,ninja red,37.6,blue cat skin,cool_2,5,antlers,3.5,45.9
265,266,1114,unamused,2.0,epaulette white,118.3,blue cat skin,classy_2,9.4,cowboy black,66.7,196.6
266,267,1199,zombie,1.1,sweater green chain,86.2,blue cat skin,classy_2,9.4,astro,95.3,192.1
267,268,8599,angry scar,6.3,buttondown blue flannel,6.1,blue cat skin,cool_2,5,mohawk green,3.3,15.8
268,269,3841,unamused,2.0,labcoat,38.2,blue cat skin,wild_1,1.9,afro black,57.5,99.7
269,270,7692,glossy,9.6,buttondown green,0.2,blue cat skin,cool_1,1.2,wreath,9.5,20.5
270,271,2048,dizzy,4.8,labcoat,38.2,blue cat skin,classy_1,6.2,costume gorilla,109.3,158.6
271,272,3243,sunglasses squad,9.1,shirt yellow,4.4,blue cat skin,wild_2,4.2,goggles seaweed,93.5,111.2
272,273,7234,smirk,6.3,bandana green,4.4,blue cat skin,cool_1,1.2,beanie orange,12.8,24.7
273,274,3150,mummy,0.7,epaulette black,101.6,blue cat skin,wild_2,4.2,piercings,8.1,114.6
274,275,6640,angry,3.5,bandana purple,3.0,blue cat skin,cool_2,5,hat skull,43.2,49.6
275,276,4723,double face,3.8,ninja blue,34.9,blue cat skin,wild_2,4.2,cowboy brown,36.9,79.8
276,277,4037,wink,7.7,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,pirate black,83.7,96.2
277,278,7482,happy cute,8.9,work red,3.4,blue cat skin,cool_1,1.2,flower pink,8.4,21.9
278,279,5513,angry,3.5,sweater black,54.8,blue cat skin,cool_2,5,bucket hat tan,3.7,62.0
279,280,1969,shocked,7.5,winter red,38.9,blue cat skin,classy_1,6.2,costume gorilla,109.3,161.9
280,281,2469,sunglasses yellow,8.5,cowboy brown,123.9,blue cat skin,wild_2,4.2,mohawk green,3.3,139.8
281,282,1288,shocked,7.5,pirate red,97.4,blue cat skin,classy_1,6.2,prince,76.6,187.6
282,283,2959,sunglasses heart,3.0,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,122.0
283,284,117,double face,3.8,robe king,118.3,blue cat skin,exotic_2,62.4,knight black,152.1,336.7
284,285,1949,face face,9.1,knight,87.9,blue cat skin,wild_2,4.2,hat black,61.4,162.6
285,286,9279,double face,3.8,work blue,5.1,blue cat skin,cool_2,5,bucket hat tan,3.7,12.6
286,287,4120,hearts,4.2,ninja blue,34.9,blue cat skin,wild_1,1.9,sunhat black,53.9,94.8
287,288,4684,rich,3.6,robe blue,0.4,blue cat skin,wild_1,1.9,wreath flowers,75.2,81.2
288,289,5310,sunglasses cool,10.0,winter blue,46.6,blue cat skin,cool_2,5,piercings,8.1,64.7
289,290,2406,sunglasses cool,10.0,deepsea bronze,118.3,blue cat skin,wild_2,4.2,wreath,9.5,142.0
290,291,1937,ditto,0,overalls pink,60.0,blue cat skin,classy_2,9.4,knight blue,93.5,163.0
291,292,9273,owo,3.5,bandana purple,3.0,blue cat skin,cool_1,1.2,hat visor yellow,5.0,12.6
292,293,4673,happy,6.7,pirate black,69.7,blue cat skin,wild_1,1.9,antlers,3.5,81.7
293,294,2414,sunglasses blue,3.2,hoodie red,79.7,blue cat skin,wild_2,4.2,beanie black,54.8,141.7
294,295,9851,ditto,0,buttondown black flannel,3.0,blue cat skin,cool_2,5,apple,4.0,7.0
295,296,1657,uwu,5.0,overalls yellow,60.0,blue cat skin,classy_2,9.4,tvhead white,99.0,173.5
296,297,2550,mononoke,4.5,hoodie black,42.6,blue cat skin,classy_1,6.2,pirate black,83.7,137.0
297,298,7438,ninja black,7.5,bandana green,4.4,blue cat skin,cool_1,1.2,beret red,9.3,22.3
298,299,1239,pixel,5.6,costume gorilla,166.9,blue cat skin,wild_2,4.2,beanie orange,12.8,189.4
299,300,1741,rich,3.6,epaulette red,106.0,blue cat skin,classy_2,9.4,hat visor blue,51.4,170.4
300,301,5700,face face,9.1,tanktop white,3.9,blue cat skin,wild_1,1.9,visor green,44.5,59.4
301,302,4663,stunned,2.8,pirate black,69.7,blue cat skin,wild_1,1.9,beanie red,7.9,82.2
302,303,2017,three eyes,1.6,pirate red,97.4,blue cat skin,classy_1,6.2,bucket hat white,54.8,159.9
303,304,4243,glasses,4.8,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,hat skull,43.2,92.5
304,305,8637,smirk,6.3,buttondown green,0.2,blue cat skin,cool_1,1.2,beanie red,7.9,15.6
305,306,496,glossy,9.6,costume frog,113.2,blue cat skin,exotic_1,16.0,tvhead purple,103.0,241.7
306,307,197,wink,7.7,combat green,123.9,blue cat skin,exotic_1,16.0,knight black,152.1,299.7
307,308,7402,face face,9.1,buttondown tan,8.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,22.6
308,309,3946,happy,6.7,tshirt metal,41.1,blue cat skin,wild_1,1.9,afro brown,48.2,97.9
309,310,6236,sunglasses blue,3.2,tshirt metal,41.1,blue cat skin,cool_2,5,flower blue,9.5,53.8
310,311,7906,beard brown,5.4,work red,3.4,blue cat skin,cool_1,1.2,beret red,9.3,19.3
311,312,3991,stunned,2.8,ninja red,37.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,97.0
312,313,5963,ditto,0,sweater orange,8.0,blue cat skin,wild_1,1.9,beret black,46.7,56.6
313,314,1734,stunned,2.8,ninja blue,34.9,blue cat skin,classy_1,6.2,crown fire,126.6,170.6
314,315,9371,sunglasses squad,9.1,overalls blue,0,blue cat skin,cool_2,5,bucket hat green,3.0,12.1
315,316,7825,sunglasses cool,10.0,robe blue,0.4,blue cat skin,cool_1,1.2,piercings,8.1,19.7
316,317,4724,dizzy,4.8,tanktop white,3.9,blue cat skin,wild_1,1.9,ninja black,69.0,79.7
317,318,8186,glasses funny,4.2,shirt yellow,4.4,blue cat skin,cool_2,5,beret red,9.3,17.8
318,319,8191,pixel,5.6,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk green,3.3,17.8
319,320,7105,glossy,9.6,sweater orange,8.0,blue cat skin,cool_1,1.2,beret red,9.3,28.0
320,321,2879,pixel,5.6,epaulette red,106.0,blue cat skin,wild_2,4.2,beret red,9.3,125.0
321,322,2562,sunglasses cowboy,7.3,tanktop tattoo,34.9,blue cat skin,wild_2,4.2,bucket hat blue,90.1,136.5
322,323,7147,sunglasses cool,10.0,tanktop pink,5.9,blue cat skin,cool_1,1.2,beret red,9.3,26.3
323,324,770,owo,3.5,gown purple,86.2,blue cat skin,classy_2,9.4,crown black,118.8,217.9
324,325,4791,unamused,2.0,bandana purple,3.0,blue cat skin,wild_1,1.9,knight red,69.0,75.9
325,326,2628,sunglasses cowboy,7.3,costume frog,113.2,blue cat skin,wild_2,4.2,wreath,9.5,134.1
326,327,4411,rich,3.6,tshirt yellow,4.4,blue cat skin,wild_2,4.2,bow,76.6,88.8
327,328,7933,grin,5.4,bandana green,4.4,blue cat skin,cool_1,1.2,piercings,8.1,19.1
328,329,3494,uwu,5.0,hoodie black,42.6,blue cat skin,wild_1,1.9,sunhat white,55.7,105.2
329,330,5010,happy,6.7,shirt yellow,4.4,blue cat skin,cool_2,5,mullet blonde,58.5,69.5
330,331,9784,stunned,2.8,shirt yellow,4.4,blue cat skin,cool_1,1.2,hat white,5,8.4
331,332,3205,angry cute,2.4,bandana purple,3.0,blue cat skin,wild_2,4.2,tvhead purple,103.0,112.5
332,333,324,owo,3.5,costume gorilla,166.9,blue cat skin,classy_2,9.4,top hat,88.4,268.2
333,334,4995,uwu,5.0,hoodie purple,6.4,blue cat skin,cool_2,5,mullet blonde,58.5,69.9
334,335,349,grin,5.4,gown black,123.9,blue cat skin,exotic_1,16.0,crown gold,118.8,264.0
335,336,6657,ditto,0,bandana green,4.4,blue cat skin,wild_1,1.9,hat skull,43.2,49.4
336,337,4291,tired,5.9,overalls blue,0,blue cat skin,wild_1,1.9,pirate black,83.7,91.5
337,338,7716,pixel,5.6,buttondown tan,8.6,blue cat skin,cool_1,1.2,hat visor yellow,5.0,20.3
338,339,9664,zombie,1.1,bandana red,0.6,blue cat skin,cool_2,5,piercings,8.1,9.9
339,340,3551,angry scar,6.3,tshirt red,5.1,blue cat skin,wild_2,4.2,horns,88.4,104.0
340,341,4274,sunglasses cowboy,7.3,buttondown blue flannel,6.1,blue cat skin,wild_1,1.9,prince,76.6,91.9
341,342,9290,unamused,2.0,tshirt red,5.1,blue cat skin,cool_1,1.2,headband blue,4.2,12.6
342,343,5187,smirk,6.3,tanktop white,3.9,blue cat skin,cool_2,5,unicorn horn,56.6,66.8
343,344,3611,uwu,5.0,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,hat black,61.4,103.2
344,345,7282,ninja red,5.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,beanie orange,12.8,24.1
345,346,8651,glasses funny,4.2,hoodie purple,6.4,blue cat skin,cool_2,5,hat visor yellow,5.0,15.6
346,347,5285,face face,9.1,tshirt green,7.7,blue cat skin,cool_2,5,afro brown,48.2,65.1
347,348,6975,mononoke,4.5,ninja blue,34.9,blue cat skin,wild_1,1.9,mohawk green,3.3,44.6
348,349,971,face face,9.1,costume hotdog,108.3,blue cat skin,classy_2,9.4,prince,76.6,203.5
349,350,4943,derp,3.5,sweater orange,8.0,blue cat skin,cool_2,5,beanie blue,59.4,70.9
350,351,5144,tired,5.9,tshirt green,7.7,blue cat skin,cool_2,5,sunhat black,53.9,67.6
351,352,3283,ninja black,7.5,tshirt red,5.1,blue cat skin,wild_1,1.9,astro,95.3,109.8
352,353,7121,happy cute,8.9,tshirt green,7.7,blue cat skin,cool_1,1.2,wreath,9.5,27.3
353,354,6203,derp,3.5,hoodie black,42.6,blue cat skin,cool_2,5,beanie red,7.9,54.0
354,355,9805,glasses funny,4.2,tanktop white,3.9,blue cat skin,cool_2,5,hat white,5,8.1
355,356,8093,derp,3.5,sweater orange,8.0,blue cat skin,cool_1,1.2,candle,5.6,18.3
356,357,5782,smirk,6.3,winter blue,46.6,blue cat skin,cool_2,5,candle,5.6,58.5
357,358,3704,zombie,1.1,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,bucket hat white,54.8,101.9
358,359,9376,sunglasses blue,3.2,tanktop orange,7.7,blue cat skin,cool_1,1.2,hat white,5,12.1
359,360,5231,glasses funny,4.2,work red,3.4,blue cat skin,wild_1,1.9,unicorn horn,56.6,66.0
360,361,7695,ninja black,7.5,bandana purple,3.0,blue cat skin,cool_1,1.2,arrowhead,8.8,20.4
361,362,956,three eyes,1.6,chain,48.3,blue cat skin,classy_2,9.4,deepsea bronze,145.0,204.4
362,363,7031,shocked,7.5,tanktop tattoo,34.9,blue cat skin,cool_2,5,hat white,5,42.4
363,364,6391,happy cute,8.9,ninja red,37.6,blue cat skin,cool_2,5,candle,5.6,52.1
364,365,2971,mummy,0.7,hoodie black,42.6,blue cat skin,wild_2,4.2,ninja red,74.0,121.4
365,366,5939,sunglasses heart,3.0,bandana red,0.6,blue cat skin,wild_1,1.9,ninja blue,51.4,56.8
366,367,1962,rich,3.6,toga,41.8,blue cat skin,classy_2,9.4,visor purple,107.2,162.1
367,368,4079,beard tan,10.2,winter red,38.9,blue cat skin,wild_1,1.9,mohawk red,44.5,95.6
368,369,8828,beard pirate,0.8,buttondown tan,8.6,blue cat skin,cool_2,5,beret green,5.4,14.8
369,370,9232,beard brown,5.4,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,mohawk green,3.3,12.9
370,371,700,happy cute,8.9,sweater green chain,86.2,blue cat skin,classy_2,9.4,crown black,118.8,223.3
371,372,9605,dizzy,4.8,buttondown green,0.2,blue cat skin,cool_1,1.2,headband blue,4.2,10.5
372,373,653,beard tan,10.2,epaulette white,118.3,blue cat skin,classy_2,9.4,top hat,88.4,226.4
373,374,692,sunglasses cool,10.0,monk,110.7,blue cat skin,classy_2,9.4,goggles seaweed,93.5,223.7
374,375,887,shocked,7.5,astro black,115.7,blue cat skin,classy_2,9.4,bow,76.6,209.2
375,376,7382,shocked,7.5,buttondown tan,8.6,blue cat skin,cool_1,1.2,mohawk purple,5.6,22.8
376,377,9586,tired,5.9,work red,3.4,blue cat skin,cool_1,1.2,hat white,5,10.6
377,378,9550,mummy,0.7,robe red,5.1,blue cat skin,cool_2,5,hat visor yellow,5.0,10.8
378,379,4591,ditto,0,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,cowboy brown,36.9,84.4
379,380,595,derp,3.5,mononoke,129.8,blue cat skin,classy_2,9.4,helm biker,90.1,232.8
380,381,4911,happy,6.7,hoodie purple,6.4,blue cat skin,cool_2,5,mullet blonde,58.5,71.5
381,382,3132,angry scar,6.3,sweater black,54.8,blue cat skin,wild_2,4.2,pirate red,49.8,115.0
382,383,1077,rich,3.6,combat green,123.9,blue cat skin,classy_2,9.4,sushi,61.4,198.3
383,384,1599,mononoke,4.5,astro black,115.7,blue cat skin,classy_2,9.4,beret pink,46.7,176.3
384,385,3623,tired,5.9,overalls blue,0,blue cat skin,wild_1,1.9,astro,95.3,103.1
385,386,7114,tired,5.9,tanktop orange,7.7,blue cat skin,cool_1,1.2,beanie orange,12.8,27.6
386,387,9221,angry cute,2.4,bandana green,4.4,blue cat skin,cool_1,1.2,hat visor yellow,5.0,12.9
387,388,6652,owo,3.5,shirt bowtie,40.4,blue cat skin,cool_2,5,candle,5.6,49.4
388,389,5004,wink,7.7,bandana red,0.6,blue cat skin,cool_2,5,sushi,61.4,69.7
389,390,158,stunned,2.8,cowboy brown,123.9,blue cat skin,exotic_1,16.0,astro fishbowl,172.5,315.1
390,391,7311,angry,3.5,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,beanie orange,12.8,23.6
391,392,4648,sunglasses yellow,8.5,work red,3.4,blue cat skin,wild_1,1.9,ninja black,69.0,82.8
392,393,3510,zombie,1.1,labcoat,38.2,blue cat skin,wild_2,4.2,sushi,61.4,104.9
393,394,7689,grin,5.4,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,20.5
394,395,795,glasses,4.8,lederhosen,75.2,blue cat skin,classy_2,9.4,crown fire,126.6,216.1
395,396,206,rich,3.6,cowboy brown,123.9,blue cat skin,exotic_2,62.4,astro cheeks,107.2,297.1
396,397,3000,unamused,2.0,monk,110.7,blue cat skin,wild_2,4.2,mohawk green,3.3,120.2
397,398,4540,tired,5.9,buttondown blue flannel,6.1,blue cat skin,cool_2,5,ninja red,74.0,86.0
398,399,1989,three eyes,1.6,overalls yellow,60.0,blue cat skin,classy_2,9.4,halo,90.1,161.1
399,400,1721,ditto,0,robe king,118.3,blue cat skin,classy_2,9.4,hat skull,43.2,170.9
401,402,9054,unamused,2.0,tshirt pink,3.9,blue cat skin,cool_1,1.2,headband red,6.6,13.7
402,403,1135,beard brown,5.4,gown white,95.4,blue cat skin,classy_1,6.2,horns,88.4,195.4
403,404,3518,face face,9.1,buttondown blue flannel,6.1,blue cat skin,wild_2,4.2,halo fire,85.2,104.7
404,405,5742,double face,3.8,winter blue,46.6,blue cat skin,wild_1,1.9,headband red,6.6,58.9
405,406,8226,ninja red,5.8,tshirt red,5.1,blue cat skin,cool_1,1.2,candle,5.6,17.6
406,407,6201,glossy,9.6,tanktop tattoo,34.9,blue cat skin,cool_2,5,flower blue,9.5,54.0
407,408,536,angry cute,2.4,nurse,115.7,blue cat skin,classy_1,6.2,helm silver,113.9,238.1
408,409,912,sunglasses heart,3.0,epaulette black,101.6,blue cat skin,classy_2,9.4,goggles seaweed,93.5,207.5
409,410,551,sunglasses pixel,5.8,punk,108.3,blue cat skin,exotic_1,16.0,astro cheeks,107.2,237.2
410,411,8541,double face,3.8,tanktop white,3.9,blue cat skin,cool_2,5,flower pink,8.4,16.1
411,412,7348,sunglasses cool,10.0,tshirt green,7.7,blue cat skin,cool_1,1.2,headband blue,4.2,23.2
412,413,9653,three eyes,1.6,tshirt red,5.1,blue cat skin,cool_2,5,mohawk green,3.3,10.0
413,414,4854,rich,3.6,overalls pink,60.0,blue cat skin,wild_2,4.2,candle,5.6,73.4
414,415,2274,glasses funny,4.2,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,knight blue,93.5,147.2
416,417,884,mummy,0.7,gown black,123.9,blue cat skin,exotic_1,16.0,knight red,69.0,209.6
417,418,3331,glasses,4.8,hoodie purple,6.4,blue cat skin,wild_1,1.9,astro,95.3,108.4
418,419,2059,angry,3.5,overalls yellow,60.0,blue cat skin,classy_1,6.2,horns,88.4,158.1
419,420,7474,sunglasses yellow,8.5,bandana green,4.4,blue cat skin,cool_1,1.2,beanie red,7.9,22.0
420,421,3676,grin,5.4,tshirt metal,41.1,blue cat skin,wild_1,1.9,sunhat black,53.9,102.2
421,422,1241,rich,3.6,gown purple,86.2,blue cat skin,classy_2,9.4,helm biker,90.1,189.3
422,423,2933,sunglasses cowboy,7.3,epaulette red,106.0,blue cat skin,wild_2,4.2,flower red,5.4,122.8
423,424,5388,pixel,5.6,bandana red,0.6,blue cat skin,cool_2,5,afro black,57.5,63.7
424,425,8800,angry cute,2.4,tanktop orange,7.7,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.9
425,426,6870,ninja red,5.8,overalls flannel,35.6,blue cat skin,cool_2,5,flower red,5.4,46.7
426,427,7256,beard brown,5.4,work blue,5.1,blue cat skin,cool_1,1.2,beanie orange,12.8,24.5
427,428,5761,double face,3.8,baseball red,47.4,blue cat skin,wild_1,1.9,candle,5.6,58.7
428,429,4285,zombie,1.1,sweater pink,39.7,blue cat skin,wild_2,4.2,beret black,46.7,91.6
429,430,3217,mummy,0.7,epaulette black,101.6,blue cat skin,wild_2,4.2,beret green,5.4,111.8
430,431,5597,dizzy,4.8,buttondown blue flannel,6.1,blue cat skin,cool_2,5,pirate red,49.8,60.7
431,432,5658,glasses,4.8,tshirt green,7.7,blue cat skin,cool_2,5,cupcake,47.4,60.0
432,433,579,ninja black,7.5,chain,48.3,blue cat skin,classy_1,6.2,astro fishbowl,172.5,234.4
433,434,4562,owo,3.5,tshirt blue,32.5,blue cat skin,wild_1,1.9,cupcake,47.4,85.2
434,435,1249,wink,7.7,cowboy brown,123.9,blue cat skin,classy_1,6.2,hat visor blue,51.4,189.1
435,436,2576,dizzy,4.8,sweater pink,39.7,blue cat skin,classy_1,6.2,halo fire,85.2,135.9
436,437,3652,happy cute,8.9,tshirt blue,32.5,blue cat skin,wild_1,1.9,beanie blue,59.4,102.7
437,438,7143,angry scar,6.3,shirt white,10.6,blue cat skin,cool_2,5,wreath,9.5,26.5
438,439,8112,uwu,5.0,tanktop orange,7.7,blue cat skin,cool_1,1.2,headband blue,4.2,18.2
439,440,1422,ditto,0,robe white,46.6,blue cat skin,classy_2,9.4,afro rainbow unicorn,126.6,182.7
440,441,6635,face face,9.1,ninja blue,34.9,blue cat skin,cool_2,5,candle,5.6,49.7
441,442,5894,sunglasses pixel,5.8,tshirt red,5.1,blue cat skin,wild_1,1.9,mohawk red,44.5,57.3
442,443,6512,happy,6.7,tshirt metal,41.1,blue cat skin,cool_2,5,mohawk green,3.3,51.1
443,444,917,stunned,2.8,ninja black,84.5,blue cat skin,classy_1,6.2,helm silver,113.9,207.4
444,445,3339,angry cute,2.4,hoodie black,42.6,blue cat skin,wild_1,1.9,hat black,61.4,108.2
446,447,9065,pixel,5.6,work red,3.4,blue cat skin,cool_1,1.2,antlers,3.5,13.7
447,448,7022,unamused,2.0,ninja red,37.6,blue cat skin,cool_2,5,mohawk green,3.3,42.9
448,449,1533,double face,3.8,combat black,110.7,blue cat skin,classy_2,9.4,helm army,54.8,178.7
449,450,5815,angry cute,2.4,shirt yellow,4.4,blue cat skin,cool_2,5,hat visor blue,51.4,58.1
451,452,5132,tired,5.9,tshirt yellow,4.4,blue cat skin,cool_2,5,mullet brown,57.5,67.8
452,453,8527,dizzy,4.8,bandana red,0.6,blue cat skin,cool_1,1.2,wreath,9.5,16.1
453,454,5142,rich,3.6,tshirt white,53.8,blue cat skin,wild_1,1.9,flower pink,8.4,67.7
454,455,5159,grin,5.4,shirt yellow,4.4,blue cat skin,cool_2,5,mullet brown,57.5,67.3
455,456,6266,beard pirate,0.8,winter blue,46.6,blue cat skin,wild_1,1.9,apple,4.0,53.4
457,458,2976,derp,3.5,combat black,110.7,blue cat skin,wild_2,4.2,bucket hat green,3.0,121.3
458,459,7333,pixel,5.6,tanktop orange,7.7,blue cat skin,cool_1,1.2,arrowhead,8.8,23.3
459,460,2396,three eyes,1.6,tshirt white,53.8,blue cat skin,classy_1,6.2,nurse,80.8,142.3
460,461,5265,derp,3.5,tshirt yellow,4.4,blue cat skin,cool_2,5,afro black,57.5,65.4
461,462,9460,beard pirate,0.8,tshirt red,5.1,blue cat skin,cool_2,5,mohawk purple,5.6,11.6
462,463,811,grin,5.4,wetsuit,81.2,blue cat skin,classy_2,9.4,crown black,118.8,214.8
463,464,9669,double face,3.8,robe blue,0.4,blue cat skin,cool_2,5,candle,5.6,9.8
464,465,2552,glossy,9.6,tshirt yellow,4.4,blue cat skin,wild_2,4.2,admiral pink,118.8,136.9
465,466,9401,glasses funny,4.2,shirt yellow,4.4,blue cat skin,cool_2,5,mohawk green,3.3,11.9
466,467,2935,sunglasses pixel,5.8,toga,41.8,blue cat skin,classy_1,6.2,ninja black,69.0,122.8
467,468,2346,ninja blue,4.5,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,knight blue,93.5,144.0
468,469,8351,three eyes,1.6,tanktop pink,5.9,blue cat skin,cool_2,5,wreath,9.5,17.0
469,470,1597,double face,3.8,astro black,115.7,blue cat skin,classy_2,9.4,cupcake,47.4,176.4
470,471,301,happy,6.7,deepsea orange,132.9,blue cat skin,exotic_1,16.0,admiral pink,118.8,274.3
471,472,2508,ninja blue,4.5,mononoke,129.8,blue cat skin,wild_2,4.2,hat white,5,138.4
472,473,2887,owo,3.5,pirate black,69.7,blue cat skin,wild_2,4.2,cupcake,47.4,124.7
473,474,9123,ninja blue,4.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,mohawk green,3.3,13.4
474,475,2952,dizzy,4.8,costume frog,113.2,blue cat skin,wild_2,4.2,hat white,5,122.2
475,476,3014,unamused,2.0,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,ninja red,74.0,119.7
476,477,1523,dizzy,4.8,hoodie red,79.7,blue cat skin,classy_1,6.2,horns,88.4,179.1
478,479,2313,sunglasses cowboy,7.3,robe white,46.6,blue cat skin,classy_1,6.2,halo fire,85.2,145.3
479,480,8782,sunglasses blue,3.2,robe red,5.1,blue cat skin,cool_1,1.2,candle,5.6,15.0
480,481,7299,face face,9.1,work blue,5.1,blue cat skin,cool_1,1.2,flower pink,8.4,23.8
481,482,1453,pixel,5.6,sweater green chain,86.2,blue cat skin,classy_1,6.2,pirate black,83.7,181.6
482,483,1212,angry,3.5,costume dragon,126.8,blue cat skin,classy_1,6.2,bucket hat white,54.8,191.2
483,484,3473,angry scar,6.3,baseball red,47.4,blue cat skin,wild_2,4.2,cupcake,47.4,105.4
484,485,1051,uwu,5.0,tanktop sailor red,39.7,blue cat skin,classy_1,6.2,costume frog,148.5,199.4
485,486,3736,glossy,9.6,knight leather,81.2,blue cat skin,wild_1,1.9,arrowhead,8.8,101.5
486,487,6463,dizzy,4.8,overalls blue,0,blue cat skin,cool_2,5,beret black,46.7,51.5
487,488,6932,shocked,7.5,ninja blue,34.9,blue cat skin,cool_2,5,mohawk green,3.3,45.7
488,489,3114,sunglasses heart,3.0,ninja red,37.6,blue cat skin,classy_1,6.2,ninja black,69.0,115.8
489,490,6166,sunglasses cowboy,7.3,winter red,38.9,blue cat skin,cool_2,5,piercings,8.1,54.4
490,491,9374,beard pirate,0.8,tshirt green,7.7,blue cat skin,cool_2,5,antlers,3.5,12.1
491,492,9304,ditto,0,buttondown black flannel,3.0,blue cat skin,cool_2,5,wreath,9.5,12.5
492,493,2424,happy,6.7,tshirt white,53.8,blue cat skin,wild_2,4.2,bow,76.6,141.3
493,494,9735,ditto,0,tshirt red,5.1,blue cat skin,cool_2,5,apple,4.0,9.2
494,495,8407,uwu,5.0,tanktop white,3.9,blue cat skin,cool_1,1.2,headband red,6.6,16.7
495,496,6600,ninja black,7.5,winter red,38.9,blue cat skin,cool_2,5,bucket hat tan,3.7,50.1
496,497,1776,ditto,0,punk,108.3,blue cat skin,classy_1,6.2,bucket hat white,54.8,169.2
497,498,1326,mummy,0.7,overalls pink,60.0,blue cat skin,exotic_1,16.0,costume gorilla,109.3,186.1
499,500,2,upsidedown,3275.3,upsidedown,3267.8,blue cat skin,exotic_2,62.4,upsidedown,3273.4,9878.8
500,501,8819,sunglasses blue,3.2,tshirt red,5.1,blue cat skin,cool_1,1.2,flower red,5.4,14.8
501,502,7890,tired,5.9,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beret red,9.3,19.4
502,503,2899,three eyes,1.6,hoodie red,79.7,blue cat skin,classy_1,6.2,cowboy brown,36.9,124.3
503,504,2288,smirk,6.3,cowboy black,84.5,blue cat skin,wild_2,4.2,hat visor blue,51.4,146.3
504,505,9816,beard pirate,0.8,robe blue,0.4,blue cat skin,cool_2,5,headband red,6.6,7.9
505,506,5283,hearts,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5,unicorn horn,56.6,65.1
