,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
7335,7336,3886,owo,3.5,work red,3.4,blue cat skin,wild_1,1.9,bucket hat blue,90.1,98.9
7336,7337,328,glasses funny,4.2,costume gorilla,166.9,blue cat skin,exotic_1,16.0,nurse,80.8,267.8
7337,7338,7046,ditto,0,overalls flannel,35.6,blue cat skin,wild_1,1.9,headband blue,4.2,41.7
7338,7339,3862,owo,3.5,hoodie black,42.6,blue cat skin,wild_1,1.9,ninja blue,51.4,99.3
7339,7340,5864,double face,3.8,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,beret red,9.3,57.5
7340,7341,1758,sunglasses blue,3.2,toga,41.8,blue cat skin,classy_1,6.2,admiral pink,118.8,169.9
7341,7342,3742,rich,3.6,robe red,5.1,blue cat skin,wild_2,4.2,top hat,88.4,101.4
7342,7343,8397,angry cute,2.4,robe red,5.1,blue cat skin,cool_1,1.2,piercings,8.1,16.8
7343,7344,4664,derp,3.5,work red,3.4,blue cat skin,cool_2,5,wreath flowers,75.2,82.2
7344,7345,4235,grin,5.4,knight leather,81.2,blue cat skin,wild_1,1.9,apple,4.0,92.5
7347,7348,3121,owo,3.5,tshirt metal,41.1,blue cat skin,wild_2,4.2,cowboy black,66.7,115.5
7348,7349,615,beard pirate,0.8,combat green,123.9,blue cat skin,exotic_1,16.0,bucket hat blue,90.1,230.8
7349,7350,323,sunglasses cowboy,7.3,robe king,118.3,blue cat skin,exotic_1,16.0,crown fire,126.6,268.3
7350,7351,5074,zombie,1.1,overalls yellow,60.0,blue cat skin,wild_2,4.2,mohawk green,3.3,68.6
7351,7352,3827,angry scar,6.3,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,beret black,46.7,99.8
7352,7353,2361,mononoke,4.5,gown purple,86.2,blue cat skin,classy_1,6.2,beret black,46.7,143.5
7353,7354,6299,angry cute,2.4,winter blue,46.6,blue cat skin,cool_2,5,apple,4.0,53.0
7354,7355,9637,beard pirate,0.8,tshirt pink,3.9,blue cat skin,cool_2,5,beret green,5.4,10.2
7355,7356,2957,face face,9.1,epaulette black,101.6,blue cat skin,wild_1,1.9,flower blue,9.5,122.1
7357,7358,2454,sunglasses blue,3.2,astro,78.1,blue cat skin,wild_2,4.2,helm army,54.8,140.2
7358,7359,4119,ninja blue,4.5,tanktop orange,7.7,blue cat skin,wild_1,1.9,nurse,80.8,94.8
7359,7360,923,glasses funny,4.2,hoodie red,79.7,blue cat skin,classy_2,9.4,helm silver,113.9,207.1
7360,7361,9399,stunned,2.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,antlers,3.5,11.9
7361,7362,106,sunglasses pixel,5.8,deepsea orange,132.9,blue cat skin,exotic_2,62.4,deepsea bronze,145.0,346.1
7362,7363,9772,sunglasses blue,3.2,bandana red,0.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,8.6
7363,7364,858,beard brown,5.4,astro,78.1,blue cat skin,classy_2,9.4,admiral pink,118.8,211.7
7364,7365,2652,dizzy,4.8,hoodie red,79.7,blue cat skin,wild_2,4.2,mohawk red,44.5,133.2
7365,7366,6374,stunned,2.8,tshirt metal,41.1,blue cat skin,cool_2,5,flower pink,8.4,52.3
7366,7367,5163,beard tan,10.2,baseball red,47.4,blue cat skin,cool_2,5,wreath,9.5,67.2
7367,7368,777,ninja black,7.5,cowboy brown,123.9,blue cat skin,classy_2,9.4,prince,76.6,217.3
7368,7369,1430,grin,5.4,epaulette black,101.6,blue cat skin,classy_1,6.2,knight red,69.0,182.2
7369,7370,526,uwu,5.0,monk,110.7,blue cat skin,classy_2,9.4,dutch,113.9,239.1
7371,7372,6700,stunned,2.8,bandana purple,3.0,blue cat skin,cool_2,5,hat skull,43.2,49.0
7372,7373,8281,owo,3.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,arrowhead,8.8,17.4
7373,7374,2482,glasses funny,4.2,overalls red,84.5,blue cat skin,classy_1,6.2,mohawk red,44.5,139.3
7374,7375,9542,stunned,2.8,tshirt pink,3.9,blue cat skin,cool_1,1.2,bucket hat green,3.0,10.9
7375,7376,9877,beard pirate,0.8,overalls blue,0,blue cat skin,cool_2,5,flower red,5.4,6.2
7376,7377,89,tvface xp,331.0,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,tvhead grey,76.6,457.1
7377,7378,1679,unamused,2.0,gown white,95.4,blue cat skin,classy_1,6.2,ninja black,69.0,172.6
7378,7379,4422,derp,3.5,hoodie red,79.7,blue cat skin,wild_1,1.9,antlers,3.5,88.5
7379,7380,4565,rich,3.6,overalls flannel,35.6,blue cat skin,wild_2,4.2,sunhat tan,41.8,85.2
7381,7382,3882,glossy,9.6,hoodie red,79.7,blue cat skin,wild_1,1.9,beanie red,7.9,99.0
7382,7383,6081,pixel,5.6,robe red,5.1,blue cat skin,cool_2,5,mohawk red,44.5,55.2
7384,7385,2216,ninja black,7.5,overalls yellow,60.0,blue cat skin,classy_1,6.2,bow,76.6,150.3
7385,7386,3960,uwu,5.0,knight leather,81.2,blue cat skin,wild_1,1.9,flower blue,9.5,97.6
7386,7387,40,tvface nosignal,436.1,gown purple,86.2,blue cat skin,classy_2,9.4,tvhead grey,76.6,608.3
7387,7388,8962,pixel,5.6,tanktop white,3.9,blue cat skin,cool_1,1.2,antlers,3.5,14.2
7388,7389,7434,hearts,4.2,tshirt green,7.7,blue cat skin,cool_1,1.2,beret red,9.3,22.3
7389,7390,1566,angry scar,6.3,knight leather,81.2,blue cat skin,classy_2,9.4,nurse,80.8,177.7
7390,7391,1738,face face,9.1,sweater green chain,86.2,blue cat skin,classy_1,6.2,knight red,69.0,170.5
7391,7392,438,wink,7.7,robe king,118.3,blue cat skin,exotic_1,16.0,astro cheeks,107.2,249.2
7392,7393,4770,rich,3.6,overalls pink,60.0,blue cat skin,wild_2,4.2,flower blue,9.5,77.3
7393,7394,8078,zombie,1.1,tshirt yellow,4.4,blue cat skin,cool_2,5,beanie orange,12.8,18.3
7395,7396,8590,stunned,2.8,tanktop white,3.9,blue cat skin,cool_1,1.2,beanie red,7.9,15.8
7396,7397,2382,zombie,1.1,sweater black,54.8,blue cat skin,classy_1,6.2,nurse,80.8,142.9
7397,7398,2520,sunglasses squad,9.1,tshirt white,53.8,blue cat skin,classy_1,6.2,knight red,69.0,138.2
7398,7399,8496,sunglasses blue,3.2,tshirt green,7.7,blue cat skin,cool_1,1.2,headband blue,4.2,16.3
7399,7400,2936,sunglasses pixel,5.8,toga,41.8,blue cat skin,classy_1,6.2,knight red,69.0,122.8
7400,7401,7128,glossy,9.6,shirt white,10.6,blue cat skin,cool_1,1.2,candle,5.6,27.0
7401,7402,7001,sunglasses cowboy,7.3,tshirt blue,32.5,blue cat skin,cool_2,5,bucket hat tan,3.7,43.4
7402,7403,4307,rich,3.6,viking brown,73.7,blue cat skin,wild_2,4.2,flower blue,9.5,91.0
7403,7404,1540,glasses funny,4.2,labcoat,38.2,blue cat skin,classy_2,9.4,crown fire,126.6,178.5
7404,7405,564,owo,3.5,mononoke,129.8,blue cat skin,classy_2,9.4,knight blue,93.5,236.2
7405,7406,5123,sunglasses blue,3.2,work red,3.4,blue cat skin,cool_2,5,hat black,61.4,68.0
7406,7407,5331,happy,6.7,tanktop white,3.9,blue cat skin,cool_2,5,sunhat black,53.9,64.5
7407,7408,4644,wink,7.7,overalls blue,0,blue cat skin,cool_2,5,wreath flowers,75.2,82.9
7408,7409,4824,happy cute,8.9,sweater orange,8.0,blue cat skin,cool_2,5,mullet brown,57.5,74.4
7409,7410,5107,sunglasses heart,3.0,buttondown tan,8.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,68.2
7410,7411,6195,smirk,6.3,tanktop sailor red,39.7,blue cat skin,cool_2,5,piercings,8.1,54.1
7411,7412,1278,rich,3.6,cowboy brown,123.9,blue cat skin,exotic_1,16.0,visor green,44.5,188.0
7413,7414,2163,sunglasses squad,9.1,sweater green chain,86.2,blue cat skin,classy_1,6.2,hat visor blue,51.4,152.9
7414,7415,1778,hearts,4.2,lederhosen,75.2,blue cat skin,classy_1,6.2,pirate black,83.7,169.2
7415,7416,5509,sunglasses cool,10.0,chain,48.3,blue cat skin,cool_2,5,bucket hat tan,3.7,62.0
7416,7417,2322,double face,3.8,winter blue,46.6,blue cat skin,classy_2,9.4,halo fire,85.2,145.1
7417,7418,2532,ninja blue,4.5,combat green,123.9,blue cat skin,wild_2,4.2,beret green,5.4,137.9
7418,7419,6778,ninja black,7.5,ninja red,37.6,blue cat skin,cool_2,5,bucket hat green,3.0,48.0
7419,7420,3359,ninja blue,4.5,robe white,46.6,blue cat skin,wild_1,1.9,helm army,54.8,107.7
7420,7421,773,angry scar,6.3,knight,87.9,blue cat skin,classy_2,9.4,dutch,113.9,217.6
7421,7422,5733,wink,7.7,tanktop white,3.9,blue cat skin,cool_2,5,cupcake,47.4,59.0
7422,7423,2637,mononoke,4.5,knight leather,81.2,blue cat skin,classy_1,6.2,sunhat tan,41.8,133.7
7423,7424,4807,sunglasses cool,10.0,tshirt green,7.7,blue cat skin,cool_2,5,afro black,57.5,75.3
7424,7425,8363,angry,3.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,flower pink,8.4,16.9
7425,7426,8272,smirk,6.3,tanktop pink,5.9,blue cat skin,cool_1,1.2,apple,4.0,17.4
7426,7427,7152,glasses,4.8,shirt white,10.6,blue cat skin,cool_1,1.2,wreath,9.5,26.2
7427,7428,5455,stunned,2.8,tshirt red,5.1,blue cat skin,cool_2,5,bucket hat white,54.8,62.7
7428,7429,7025,happy,6.7,tshirt blue,32.5,blue cat skin,cool_2,5,antlers,3.5,42.7
7429,7430,7203,glossy,9.6,shirt white,10.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,25.1
7431,7432,6388,dizzy,4.8,tanktop sailor blue,41.8,blue cat skin,cool_2,5,flower red,5.4,52.1
7432,7433,7835,dizzy,4.8,shirt yellow,4.4,blue cat skin,cool_1,1.2,beret red,9.3,19.7
7434,7435,2100,sunglasses pixel,5.8,overalls yellow,60.0,blue cat skin,classy_2,9.4,nurse,80.8,156.0
7436,7437,2265,ninja red,5.8,mononoke,129.8,blue cat skin,wild_2,4.2,beanie red,7.9,147.6
7437,7438,8940,sunglasses cowboy,7.3,robe blue,0.4,blue cat skin,cool_1,1.2,flower red,5.4,14.3
7438,7439,3674,sunglasses pixel,5.8,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,pirate red,49.8,102.3
7439,7440,2813,angry,3.5,winter red,38.9,blue cat skin,wild_2,4.2,nurse,80.8,127.3
7440,7441,5405,sunglasses yellow,8.5,tshirt red,5.1,blue cat skin,cool_2,5,pirate red,49.8,63.4
7441,7442,5921,tired,5.9,shirt yellow,4.4,blue cat skin,cool_2,5,beret black,46.7,57.0
7446,7447,5222,sunglasses squad,9.1,tshirt green,7.7,blue cat skin,wild_1,1.9,cupcake,47.4,66.2
7447,7448,39,tvface 404,414.6,lederhosen,75.2,blue cat skin,exotic_1,16.0,tvhead purple,103.0,608.7
7448,7449,6740,glasses,4.8,shirt bowtie,40.4,blue cat skin,cool_2,5,mohawk green,3.3,48.5
7449,7450,1292,owo,3.5,combat green,123.9,blue cat skin,classy_1,6.2,sunhat black,53.9,187.4
7450,7451,8775,rich,3.6,tanktop orange,7.7,blue cat skin,cool_2,5,bucket hat tan,3.7,15.1
7451,7452,717,happy,6.7,hoodie red,79.7,blue cat skin,classy_2,9.4,afro rainbow unicorn,126.6,222.4
7452,7453,8503,ninja black,7.5,tanktop white,3.9,blue cat skin,cool_1,1.2,bucket hat tan,3.7,16.2
7453,7454,4276,unamused,2.0,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,afro brown,48.2,91.7
7454,7455,6062,beard tan,10.2,tanktop sailor blue,41.8,blue cat skin,cool_2,5,mohawk green,3.3,55.4
7455,7456,8343,happy,6.7,robe red,5.1,blue cat skin,cool_1,1.2,apple,4.0,17.0
7456,7457,5406,owo,3.5,robe red,5.1,blue cat skin,cool_2,5,beanie black,54.8,63.4
7457,7458,8176,unamused,2.0,robe red,5.1,blue cat skin,cool_1,1.2,flower blue,9.5,17.8
7459,7460,1393,angry scar,6.3,tiger,113.2,blue cat skin,classy_2,9.4,helm army,54.8,183.7
7460,7461,2237,beard tan,10.2,costume dragon,126.8,blue cat skin,wild_2,4.2,beanie red,7.9,149.1
7461,7462,7925,ninja blue,4.5,robe red,5.1,blue cat skin,cool_1,1.2,flower pink,8.4,19.1
7462,7463,1250,wink,7.7,combat green,123.9,blue cat skin,classy_1,6.2,ninja blue,51.4,189.1
7464,7465,8707,sunglasses pixel,5.8,bandana purple,3.0,blue cat skin,cool_2,5,headband red,6.6,15.4
7465,7466,5816,stunned,2.8,tanktop white,3.9,blue cat skin,cool_2,5,ninja blue,51.4,58.1
7467,7468,5257,pixel,5.6,work blue,5.1,blue cat skin,cool_2,5,beanie black,54.8,65.5
7468,7469,3718,stunned,2.8,buttondown tan,8.6,blue cat skin,wild_1,1.9,top hat,88.4,101.7
7469,7470,6738,beard brown,5.4,overalls blue,0,blue cat skin,cool_2,5,hat skull,43.2,48.5
7470,7471,4270,uwu,5.0,labcoat,38.2,blue cat skin,wild_2,4.2,visor green,44.5,92.0
7471,7472,8103,sunglasses blue,3.2,bandana green,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,18.2
7472,7473,4950,grin,5.4,shirt white,10.6,blue cat skin,cool_2,5,bucket hat white,54.8,70.8
7473,7474,309,uwu,5.0,epaulette red,106.0,blue cat skin,exotic_1,16.0,deepsea bronze,145.0,272.1
7475,7476,8345,mononoke,4.5,tshirt yellow,4.4,blue cat skin,cool_2,5,piercings,8.1,17.0
7476,7477,4339,sunglasses blue,3.2,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,sunhat tan,41.8,90.2
7477,7478,6298,shocked,7.5,toga,41.8,blue cat skin,cool_2,5,bucket hat tan,3.7,53.0
7478,7479,2731,sunglasses cowboy,7.3,labcoat,38.2,blue cat skin,wild_2,4.2,nurse,80.8,130.4
7479,7480,3486,beard brown,5.4,robe white,46.6,blue cat skin,wild_1,1.9,ninja blue,51.4,105.2
7480,7481,1774,mummy,0.7,nurse,115.7,blue cat skin,classy_1,6.2,beret black,46.7,169.3
7481,7482,8402,stunned,2.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower pink,8.4,16.7
7482,7483,2219,sunglasses heart,3.0,gown purple,86.2,blue cat skin,classy_1,6.2,helm army,54.8,150.1
7483,7484,3888,mummy,0.7,ninja black,84.5,blue cat skin,wild_2,4.2,wreath,9.5,98.9
7484,7485,3305,beard tan,10.2,overalls flannel,35.6,blue cat skin,wild_1,1.9,sushi,61.4,109.1
7485,7486,7769,happy cute,8.9,tanktop pink,5.9,blue cat skin,cool_1,1.2,apple,4.0,20.0
7486,7487,2804,sunglasses yellow,8.5,astro,78.1,blue cat skin,wild_2,4.2,cowboy brown,36.9,127.7
7487,7488,1581,grin,5.4,winter red,38.9,blue cat skin,classy_1,6.2,crown fire,126.6,177.1
7488,7489,150,beard pirate,0.8,costume hotdog,108.3,blue cat skin,exotic_2,62.4,costume dragon,148.5,320.1
7489,7490,4859,rich,3.6,overalls yellow,60.0,blue cat skin,wild_2,4.2,flower red,5.4,73.2
7490,7491,3178,ditto,0,epaulette black,101.6,blue cat skin,wild_2,4.2,beanie red,7.9,113.6
7491,7492,5567,angry,3.5,bandana purple,3.0,blue cat skin,cool_2,5,bucket hat white,54.8,61.2
7493,7494,1764,beard pirate,0.8,costume hotdog,108.3,blue cat skin,exotic_1,16.0,visor green,44.5,169.7
7494,7495,2967,sunglasses cowboy,7.3,viking navy,68.4,blue cat skin,wild_2,4.2,sunhat tan,41.8,121.6
7495,7496,5720,glasses funny,4.2,work red,3.4,blue cat skin,wild_1,1.9,pirate red,49.8,59.2
7496,7497,5413,hearts,4.2,tanktop orange,7.7,blue cat skin,cool_2,5,ninja blue,51.4,63.3
7497,7498,9815,glasses funny,4.2,robe blue,0.4,blue cat skin,cool_2,5,mohawk green,3.3,7.9
7498,7499,7408,sunglasses squad,9.1,tshirt pink,3.9,blue cat skin,cool_2,5,flower blue,9.5,22.6
7499,7500,4463,sunglasses heart,3.0,tshirt pink,3.9,blue cat skin,wild_2,4.2,bow,76.6,87.6
7500,7501,6920,glasses,4.8,overalls flannel,35.6,blue cat skin,cool_2,5,candle,5.6,46.0
7501,7502,4507,hearts,4.2,overalls blue,0,blue cat skin,wild_1,1.9,nurse,80.8,86.8
7502,7503,356,beard pirate,0.8,pirate red,97.4,blue cat skin,exotic_1,16.0,costume dragon,148.5,262.8
7503,7504,4573,owo,3.5,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,cowboy brown,36.9,84.8
7504,7505,9330,glasses,4.8,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,mohawk green,3.3,12.3
7505,7506,2770,angry,3.5,deepsea bronze,118.3,blue cat skin,wild_2,4.2,bucket hat green,3.0,128.9
7506,7507,4694,sunglasses blue,3.2,baseball blue,38.9,blue cat skin,wild_1,1.9,cowboy brown,36.9,80.8
7507,7508,5717,owo,3.5,tshirt yellow,4.4,blue cat skin,cool_2,5,ninja blue,51.4,59.2
7508,7509,1162,tired,5.9,viking navy,68.4,blue cat skin,classy_1,6.2,helm silver,113.9,194.4
7509,7510,8933,mononoke,4.5,shirt yellow,4.4,blue cat skin,cool_2,5,beret green,5.4,14.3
7510,7511,6475,dizzy,4.8,labcoat,38.2,blue cat skin,cool_2,5,flower pink,8.4,51.4
7511,7512,5100,rich,3.6,sweater orange,8.0,blue cat skin,wild_1,1.9,beanie black,54.8,68.3
7512,7513,8567,uwu,5.0,bandana green,4.4,blue cat skin,cool_1,1.2,flower red,5.4,16.0
7513,7514,969,pixel,5.6,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,costume dragon,148.5,203.6
7514,7515,1276,ninja red,5.8,gown white,95.4,blue cat skin,classy_1,6.2,nurse,80.8,188.1
7515,7516,310,sunglasses squad,9.1,deepsea orange,132.9,blue cat skin,exotic_1,16.0,dutch,113.9,271.9
7516,7517,353,beard tan,10.2,costume gorilla,166.9,blue cat skin,classy_2,9.4,bow,76.6,263.1
7517,7518,4419,three eyes,1.6,sweater pink,39.7,blue cat skin,wild_2,4.2,hat skull,43.2,88.5
7518,7519,2762,ninja red,5.8,astro black,115.7,blue cat skin,wild_2,4.2,antlers,3.5,129.1
7519,7520,1074,hearts,4.2,costume dragon,126.8,blue cat skin,classy_1,6.2,hat black,61.4,198.5
7520,7521,5109,beard brown,5.4,sweater orange,8.0,blue cat skin,cool_2,5,beanie black,54.8,68.2
7521,7522,3651,beard pirate,0.8,tshirt metal,41.1,blue cat skin,wild_2,4.2,unicorn horn,56.6,102.7
7522,7523,5407,angry,3.5,work blue,5.1,blue cat skin,cool_2,5,helm army,54.8,63.4
7523,7524,2057,glasses,4.8,astro,78.1,blue cat skin,classy_1,6.2,knight red,69.0,158.2
7524,7525,4929,unamused,2.0,tanktop orange,7.7,blue cat skin,cool_2,5,hat black,61.4,71.2
7525,7526,2026,mononoke,4.5,ninja blue,34.9,blue cat skin,classy_1,6.2,helm silver,113.9,159.5
7526,7527,5940,owo,3.5,chain,48.3,blue cat skin,cool_2,5,hat visor yellow,5.0,56.8
7527,7528,5608,stunned,2.8,tshirt pink,3.9,blue cat skin,cool_2,5,sunhat black,53.9,60.6
7528,7529,1126,beard pirate,0.8,gown white,95.4,blue cat skin,classy_2,9.4,helm biker,90.1,195.8
7529,7530,6121,ditto,0,buttondown blue flannel,6.1,blue cat skin,wild_2,4.2,visor green,44.5,54.8
7530,7531,7831,face face,9.1,tanktop pink,5.9,blue cat skin,cool_1,1.2,antlers,3.5,19.7
7531,7532,5447,happy,6.7,robe white,46.6,blue cat skin,cool_2,5,wreath,9.5,62.8
7532,7533,1120,sunglasses pixel,5.8,tshirt blue,32.5,blue cat skin,classy_2,9.4,deepsea orange,148.5,196.2
7534,7535,3984,angry scar,6.3,wetsuit,81.2,blue cat skin,wild_2,4.2,flower red,5.4,97.1
7535,7536,9828,angry cute,2.4,overalls blue,0,blue cat skin,cool_1,1.2,apple,4.0,7.6
7536,7537,6231,stunned,2.8,hoodie black,42.6,blue cat skin,cool_2,5,flower pink,8.4,53.8
7537,7538,3316,tired,5.9,gown white,95.4,blue cat skin,wild_1,1.9,mohawk purple,5.6,108.8
7538,7539,3088,beard pirate,0.8,punk,108.3,blue cat skin,wild_2,4.2,antlers,3.5,116.8
7539,7540,4855,three eyes,1.6,buttondown tan,8.6,blue cat skin,wild_1,1.9,sushi,61.4,73.4
7540,7541,6522,mummy,0.7,winter red,38.9,blue cat skin,wild_1,1.9,wreath,9.5,51.0
7541,7542,1886,hearts,4.2,gown white,95.4,blue cat skin,wild_2,4.2,hat black,61.4,165.1
7542,7543,5394,sunglasses pixel,5.8,buttondown tan,8.6,blue cat skin,wild_1,1.9,cupcake,47.4,63.6
7543,7544,9900,ditto,0,overalls blue,0,blue cat skin,cool_2,5,flower red,5.4,5.4
7544,7545,1482,ditto,0,knight leather,81.2,blue cat skin,classy_2,9.4,halo,90.1,180.7
7545,7546,9732,beard pirate,0.8,bandana purple,3.0,blue cat skin,cool_2,5,flower red,5.4,9.2
7546,7547,7621,beard tan,10.2,overalls blue,0,blue cat skin,cool_1,1.2,flower blue,9.5,20.9
7547,7548,5270,glasses,4.8,tshirt pink,3.9,blue cat skin,cool_2,5,unicorn horn,56.6,65.3
7548,7549,3655,smirk,6.3,bandana green,4.4,blue cat skin,wild_1,1.9,bucket hat blue,90.1,102.6
7549,7550,9747,beard pirate,0.8,tshirt pink,3.9,blue cat skin,cool_2,5,headband blue,4.2,9.0
7550,7551,9912,zombie,1.1,buttondown green,0.2,blue cat skin,cool_2,5,bucket hat tan,3.7,5.0
7551,7552,9127,glasses,4.8,bandana green,4.4,blue cat skin,cool_1,1.2,bucket hat green,3.0,13.4
7552,7553,1853,wink,7.7,epaulette red,106.0,blue cat skin,classy_1,6.2,beret black,46.7,166.5
7553,7554,5468,beard pirate,0.8,work blue,5.1,blue cat skin,wild_1,1.9,helm army,54.8,62.6
7554,7555,4838,happy,6.7,shirt white,10.6,blue cat skin,cool_2,5,unicorn horn,56.6,73.9
7556,7557,5450,uwu,5.0,buttondown black flannel,3.0,blue cat skin,cool_2,5,beanie black,54.8,62.8
7557,7558,5308,sunglasses blue,3.2,buttondown green,0.2,blue cat skin,cool_2,5,sushi,61.4,64.8
7558,7559,1952,angry,3.5,hoodie red,79.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,162.5
7559,7560,469,shocked,7.5,costume frog,113.2,blue cat skin,exotic_1,16.0,costume gorilla,109.3,246.0
7560,7561,4881,sunglasses cool,10.0,tanktop pink,5.9,blue cat skin,cool_2,5,unicorn horn,56.6,72.5
7561,7562,5981,grin,5.4,hoodie purple,6.4,blue cat skin,cool_2,5,mohawk red,44.5,56.3
7562,7563,4551,shocked,7.5,viking navy,68.4,blue cat skin,wild_1,1.9,beanie red,7.9,85.6
7563,7564,9871,dizzy,4.8,robe blue,0.4,blue cat skin,cool_1,1.2,hat white,5,6.4
7564,7565,1185,rich,3.6,ninja black,84.5,blue cat skin,classy_2,9.4,astro,95.3,192.9
7565,7566,2110,double face,3.8,ninja blue,34.9,blue cat skin,classy_2,9.4,visor purple,107.2,155.3
7566,7567,2456,ditto,0,overalls pink,60.0,blue cat skin,classy_1,6.2,ninja red,74.0,140.1
7567,7568,7148,pixel,5.6,shirt white,10.6,blue cat skin,cool_1,1.2,arrowhead,8.8,26.2
7568,7569,2650,unamused,2.0,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,pirate black,83.7,133.3
7569,7570,9881,three eyes,1.6,buttondown green,0.2,blue cat skin,cool_2,5,headband blue,4.2,6.0
7570,7571,6080,hearts,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5,beret black,46.7,55.2
7571,7572,5587,sunglasses blue,3.2,hoodie purple,6.4,blue cat skin,cool_2,5,ninja blue,51.4,60.9
7572,7573,1667,double face,3.8,epaulette black,101.6,blue cat skin,classy_1,6.2,hat black,61.4,172.9
7573,7574,4366,sunglasses yellow,8.5,pirate black,69.7,blue cat skin,wild_1,1.9,flower blue,9.5,89.5
7574,7575,9675,ninja blue,4.5,bandana red,0.6,blue cat skin,cool_1,1.2,antlers,3.5,9.8
7576,7577,3413,happy,6.7,shirt yellow,4.4,blue cat skin,wild_1,1.9,knight blue,93.5,106.5
7577,7578,5361,ninja blue,4.5,bandana purple,3.0,blue cat skin,cool_2,5,unicorn horn,56.6,64.1
7578,7579,4925,happy cute,8.9,tshirt pink,3.9,blue cat skin,cool_2,5,mullet blonde,58.5,71.3
7579,7580,5309,sunglasses blue,3.2,buttondown green,0.2,blue cat skin,cool_2,5,hat black,61.4,64.8
7580,7581,4653,ninja red,5.8,viking navy,68.4,blue cat skin,wild_1,1.9,headband red,6.6,82.6
7581,7582,5696,stunned,2.8,chain,48.3,blue cat skin,cool_2,5,flower pink,8.4,59.5
7582,7583,8840,owo,3.5,tshirt red,5.1,blue cat skin,cool_1,1.2,hat visor yellow,5.0,14.8
7583,7584,9025,derp,3.5,tanktop pink,5.9,blue cat skin,cool_1,1.2,mohawk green,3.3,13.9
7584,7585,6723,double face,3.8,ninja blue,34.9,blue cat skin,wild_1,1.9,piercings,8.1,48.7
7585,7586,2979,ninja blue,4.5,tanktop orange,7.7,blue cat skin,wild_1,1.9,helm bronze,107.2,121.3
7586,7587,7062,pixel,5.6,ninja blue,34.9,blue cat skin,cool_2,5,hat white,5,40.5
7587,7588,6914,angry cute,2.4,tanktop tattoo,34.9,blue cat skin,cool_2,5,arrowhead,8.8,46.1
7588,7589,6924,uwu,5.0,ninja red,37.6,blue cat skin,cool_2,5,mohawk green,3.3,45.9
7590,7591,7264,glossy,9.6,shirt white,10.6,blue cat skin,cool_1,1.2,bucket hat green,3.0,24.4
7591,7592,9018,sunglasses heart,3.0,buttondown black flannel,3.0,blue cat skin,cool_2,5,beanie red,7.9,13.9
7592,7593,6987,smirk,6.3,tanktop tattoo,34.9,blue cat skin,cool_2,5,bucket hat green,3.0,44.2
7593,7594,7926,derp,3.5,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,flower pink,8.4,19.1
7594,7595,6451,happy,6.7,robe blue,0.4,blue cat skin,cool_2,5,mohawk red,44.5,51.6
7595,7596,4208,grin,5.4,winter red,38.9,blue cat skin,wild_2,4.2,visor green,44.5,93.0
7596,7597,8844,angry scar,6.3,bandana green,4.4,blue cat skin,cool_2,5,apple,4.0,14.8
7597,7598,2684,beard pirate,0.8,tanktop tattoo,34.9,blue cat skin,classy_1,6.2,bucket hat blue,90.1,132.0
