,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
6744,9109,9582,sunglasses blue,3.2,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,mohawk green,3.3,10.6,5.54,ETH,16334.523799999999
6745,9110,6378,happy,6.7,hoodie black,42.6,blue cat skin,cool_2,5.0,bucket hat green,3.0,52.3,17.0,ETH,50123.99
6746,9111,7006,unamused,2.0,shirt yellow,4.4,blue cat skin,cool_2,5.0,cowboy brown,36.9,43.3,0.079,ETH,232.92913
6747,9114,4295,uwu,5.0,wetsuit,81.2,blue cat skin,wild_1,1.9,mohawk green,3.3,91.4,0.99,ETH,2918.9853
6748,9116,1639,glasses funny,4.2,ninja black,84.5,blue cat skin,classy_2,9.4,bow,76.6,174.6,1.68,ETH,4953.4295999999995
6749,9118,8247,sunglasses pixel,5.8,work red,3.4,blue cat skin,cool_2,5.0,flower pink,8.4,17.5,7.5,ETH,22113.524999999998
6750,9121,6541,shocked,7.5,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,flower pink,8.4,50.8,8.0,ETH,23587.76
6751,9122,1911,wink,7.7,tshirt metal,41.1,blue cat skin,classy_1,6.2,costume gorilla,109.3,164.3,16.1033,ETH,47480.096951
6752,9123,4941,happy,6.7,buttondown tan,8.6,blue cat skin,cool_2,5.0,sunhat white,55.7,70.9,0.079,ETH,232.92913
6753,9125,6248,mononoke,4.5,bandana red,0.6,blue cat skin,wild_1,1.9,beret pink,46.7,53.7,0.42,ETH,1238.3573999999999
6754,9126,9601,beard brown,5.4,tanktop white,3.9,blue cat skin,cool_1,1.2,hat white,5.0,10.5,0.02,ETH,58.9694
6755,9129,1938,wink,7.7,viking navy,68.4,blue cat skin,classy_1,6.2,nurse,80.8,163.0,10.75,ETH,31696.052499999998
6756,9130,3082,derp,3.5,hoodie purple,6.4,blue cat skin,wild_2,4.2,tvhead purple,103.0,117.0,0.04,ETH,117.9388
6757,9131,1972,tired,5.9,shirt bowtie,40.4,blue cat skin,classy_1,6.2,costume gorilla,109.3,161.8,2.3,ETH,6781.480999999999
6758,9132,2689,face face,9.1,costume frog,113.2,blue cat skin,wild_2,4.2,flower red,5.4,131.9,0.055,ETH,162.16584999999998
6759,9133,3557,ninja red,5.8,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,hat black,61.4,103.9,9.3,ETH,27420.771
6760,9134,3858,derp,3.5,winter blue,46.6,blue cat skin,wild_1,1.9,cupcake,47.4,99.4,12.5,ETH,36855.875
6761,9135,9293,double face,3.8,bandana red,0.6,blue cat skin,cool_2,5.0,piercings,8.1,12.5,9.69,ETH,28570.674299999995
6762,9136,2283,grin,5.4,viking navy,68.4,blue cat skin,classy_1,6.2,cowboy black,66.7,146.6,7.9,ETH,23292.913
6763,9137,7136,happy cute,8.9,buttondown tan,8.6,blue cat skin,cool_1,1.2,beanie red,7.9,26.6,7.5,ETH,22113.524999999998
6764,9139,2206,glasses,4.8,overalls red,84.5,blue cat skin,wild_2,4.2,afro black,57.5,151.0,0.87,ETH,2565.1688999999997
6765,9141,2155,ditto,0.0,overalls yellow,60.0,blue cat skin,classy_2,9.4,pirate black,83.7,153.2,0.5,ETH,1474.235
6766,9142,2760,zombie,1.1,viking brown,73.7,blue cat skin,classy_1,6.2,afro brown,48.2,129.2,8.5,ETH,25061.995
6767,9147,6077,angry,3.5,robe blue,0.4,blue cat skin,cool_2,5.0,hat visor blue,51.4,55.3,8.25,ETH,24324.8775
6768,9148,8640,ninja blue,4.5,robe blue,0.4,blue cat skin,cool_1,1.2,wreath,9.5,15.6,1.69,ETH,4982.9142999999995
6769,9151,7411,sunglasses squad,9.1,sweater orange,8.0,blue cat skin,cool_2,5.0,beret green,5.4,22.5,4.29,ETH,12648.9363
6770,9152,2834,three eyes,1.6,overalls yellow,60.0,blue cat skin,classy_1,6.2,mullet blonde,58.5,126.2,5.9,ETH,17395.972999999998
6771,9153,4212,glasses funny,4.2,tanktop white,3.9,blue cat skin,wild_2,4.2,nurse,80.8,93.0,1.6,ETH,4717.552
6772,9155,3299,sunglasses squad,9.1,ninja red,37.6,blue cat skin,wild_2,4.2,mullet blonde,58.5,109.3,18.0,ETH,53072.46
6773,9158,1076,beard tan,10.2,overalls yellow,60.0,blue cat skin,classy_2,9.4,crown black,118.8,198.5,18.88,ETH,55667.11359999999
6774,9161,4884,ninja black,7.5,hoodie purple,6.4,blue cat skin,cool_2,5.0,mullet blonde,58.5,72.3,3.494,ETH,10301.95418
6775,9162,3517,glasses funny,4.2,winter red,38.9,blue cat skin,wild_2,4.2,afro black,57.5,104.8,0.825,ETH,2432.48775
6776,9163,8714,pixel,5.6,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,candle,5.6,15.3,4.9873,ETH,14704.904430999999
6777,9164,5952,glossy,9.6,baseball blue,38.9,blue cat skin,cool_2,5.0,piercings,8.1,56.6,1.0,ETH,2948.47
6778,9168,3003,sunglasses pixel,5.8,overalls yellow,60.0,blue cat skin,classy_1,6.2,afro brown,48.2,120.1,0.14,ETH,412.7858
6779,9169,2937,sunglasses blue,3.2,buttondown blue flannel,6.1,blue cat skin,wild_2,4.2,costume gorilla,109.3,122.8,1.79,ETH,5277.7613
6780,9171,2097,smirk,6.3,sweater green chain,86.2,blue cat skin,wild_2,4.2,beanie blue,59.4,156.1,0.19,ETH,560.2093
6781,9174,1868,sunglasses heart,3.0,pirate black,69.7,blue cat skin,classy_2,9.4,pirate black,83.7,165.8,0.5,ETH,1474.235
6782,9175,4040,zombie,1.1,tshirt blue,32.5,blue cat skin,wild_2,4.2,mullet blonde,58.5,96.2,1.4499,ETH,4274.986653
6783,9176,1409,angry scar,6.3,epaulette red,106.0,blue cat skin,classy_2,9.4,sushi,61.4,183.1,10.5,ETH,30958.934999999998
6784,9177,4837,angry cute,2.4,bandana purple,3.0,blue cat skin,wild_1,1.9,cowboy black,66.7,73.9,2.5,ETH,7371.174999999999
6785,9178,6720,angry scar,6.3,tshirt blue,32.5,blue cat skin,wild_1,1.9,piercings,8.1,48.8,13.4,ETH,39509.498
6786,9179,8163,angry,3.5,robe red,5.1,blue cat skin,cool_1,1.2,piercings,8.1,17.9,9.47,ETH,27922.0109
6787,9180,7959,sunglasses cool,10.0,tshirt green,7.7,blue cat skin,cool_1,1.2,hat white,5.0,18.9,10.0,ETH,29484.699999999997
6788,9183,5260,beard brown,5.4,work red,3.4,blue cat skin,cool_2,5.0,unicorn horn,56.6,65.4,0.8,ETH,2358.776
6789,9184,6247,ninja blue,4.5,tanktop sailor red,39.7,blue cat skin,cool_2,5.0,flower blue,9.5,53.7,1.2,ETH,3538.1639999999998
6790,9187,6579,shocked,7.5,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,beanie red,7.9,50.3,6.0,ETH,17690.82
6791,9191,1790,beard brown,5.4,combat black,110.7,blue cat skin,classy_1,6.2,beret black,46.7,168.9,9.7,ETH,28600.158999999996
6792,9192,8708,stunned,2.8,work red,3.4,blue cat skin,cool_1,1.2,beanie red,7.9,15.4,1.19,ETH,3508.6793
6793,9193,7074,stunned,2.8,tshirt blue,32.5,blue cat skin,cool_2,5.0,mohawk green,3.3,38.6,7.15,ETH,21081.5605
6794,9195,7997,beard pirate,0.8,robe red,5.1,blue cat skin,cool_2,5.0,beanie orange,12.8,18.8,5.9,WETH,17395.972999999998
6795,9202,8946,ninja blue,4.5,robe blue,0.4,blue cat skin,cool_1,1.2,piercings,8.1,14.2,5.5,ETH,16216.585
6796,9203,1397,happy cute,8.9,tanktop sailor blue,41.8,blue cat skin,classy_1,6.2,afro rainbow unicorn,126.6,183.6,6.69,ETH,19725.2643
6797,9205,6612,ditto,0.0,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,mohawk purple,5.6,50.0,1.2,ETH,3538.1639999999998
6798,9206,606,beard tan,10.2,overalls pink,60.0,blue cat skin,classy_2,9.4,knight black,152.1,231.8,19.0,ETH,56020.92999999999
6799,9207,3763,sunglasses cowboy,7.3,sweater black,54.8,blue cat skin,wild_1,1.9,cowboy brown,36.9,100.8,7.94,ETH,23410.8518
6800,9210,4313,pixel,5.6,robe white,46.6,blue cat skin,wild_1,1.9,cowboy brown,36.9,90.9,0.8,ETH,2358.776
6801,9211,9572,pixel,5.6,tanktop white,3.9,blue cat skin,cool_1,1.2,hat white,5.0,10.7,0.8391,ETH,2474.0611769999996
6802,9214,7529,sunglasses squad,9.1,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,flower blue,9.5,21.6,0.034,ETH,100.24798
6803,9215,194,rich,3.6,costume dragon,126.8,blue cat skin,exotic_2,62.4,visor purple,107.2,300.0,10.0,ETH,29484.699999999997
6804,9216,6829,beard brown,5.4,winter red,38.9,blue cat skin,cool_2,5.0,bucket hat green,3.0,47.3,6.45,ETH,19017.6315
6805,9218,1842,sunglasses heart,3.0,viking brown,73.7,blue cat skin,classy_2,9.4,nurse,80.8,166.9,8.0,ETH,23587.76
6806,9219,5387,tired,5.9,hoodie purple,6.4,blue cat skin,cool_2,5.0,ninja blue,51.4,63.7,11.01,WETH,32462.654699999996
6807,9220,8292,ninja black,7.5,tshirt red,5.1,blue cat skin,cool_1,1.2,antlers,3.5,17.3,7.6999,ETH,22702.924153
6808,9221,2258,unamused,2.0,tshirt blue,32.5,blue cat skin,classy_1,6.2,astro cheeks,107.2,147.8,12.54,WETH,36973.813799999996
6809,9222,2093,glasses funny,4.2,viking brown,73.7,blue cat skin,classy_2,9.4,knight red,69.0,156.4,0.45,ETH,1326.8115
6810,9223,2041,sunglasses blue,3.2,bandana purple,3.0,blue cat skin,wild_2,4.2,costume dragon,148.5,158.8,3.95,ETH,11646.4565
6811,9224,8196,double face,3.8,buttondown tan,8.6,blue cat skin,cool_2,5.0,flower red,5.4,17.8,8.3,ETH,24472.301
6812,9225,7920,ninja black,7.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,headband red,6.6,19.2,8.18,ETH,24118.484599999996
6813,9226,5073,glasses,4.8,tshirt yellow,4.4,blue cat skin,cool_2,5.0,beanie blue,59.4,68.7,9.0,ETH,26536.23
6814,9227,8155,sunglasses yellow,8.5,robe blue,0.4,blue cat skin,cool_1,1.2,beanie red,7.9,18.0,0.09,ETH,265.36229999999995
6815,9228,5043,sunglasses cool,10.0,robe red,5.1,blue cat skin,cool_2,5.0,sunhat black,53.9,69.0,3.79,ETH,11174.701299999999
6816,9229,4213,glasses funny,4.2,lederhosen,75.2,blue cat skin,wild_2,4.2,flower blue,9.5,93.0,0.55,ETH,1621.6585
6817,9230,2060,sunglasses cool,10.0,winter red,38.9,blue cat skin,classy_1,6.2,tvhead purple,103.0,158.1,13.0,ETH,38330.11
6818,9231,6154,unamused,2.0,tanktop sailor red,39.7,blue cat skin,cool_2,5.0,beanie orange,12.8,54.5,1.7,ETH,5012.398999999999
6819,9233,3201,happy,6.7,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,sushi,61.4,112.6,0.14,ETH,412.7858
6820,9235,4198,glossy,9.6,ninja blue,34.9,blue cat skin,wild_2,4.2,visor green,44.5,93.2,0.3,ETH,884.5409999999999
6821,9237,1391,beard tan,10.2,gown white,95.4,blue cat skin,wild_2,4.2,ninja red,74.0,183.7,7.5,ETH,22113.524999999998
6822,9239,4681,unamused,2.0,overalls flannel,35.6,blue cat skin,wild_1,1.9,sunhat tan,41.8,81.3,1.6,ETH,4717.552
6823,9242,7258,sunglasses cool,10.0,tshirt yellow,4.4,blue cat skin,cool_1,1.2,arrowhead,8.8,24.4,8.08,ETH,23823.6376
6824,9243,9733,double face,3.8,robe blue,0.4,blue cat skin,cool_2,5.0,hat visor yellow,5.0,9.2,12.35,ETH,36413.604499999994
6825,9244,9404,unamused,2.0,work blue,5.1,blue cat skin,cool_1,1.2,antlers,3.5,11.8,0.34,ETH,1002.4798
6826,9245,5491,hearts,4.2,bandana red,0.6,blue cat skin,cool_2,5.0,afro black,57.5,62.3,8.9,ETH,26241.382999999998
6827,9246,4377,mononoke,4.5,baseball blue,38.9,blue cat skin,wild_2,4.2,sunhat tan,41.8,89.4,14.3,ETH,42163.121
6828,9247,7388,ninja red,5.8,tanktop orange,7.7,blue cat skin,cool_1,1.2,piercings,8.1,22.8,7.35,ETH,21671.2545
6829,9248,3893,sunglasses heart,3.0,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,pirate red,49.8,98.7,10.6005,WETH,31255.256234999997
6830,9249,4185,rich,3.6,baseball blue,38.9,blue cat skin,wild_2,4.2,beret pink,46.7,93.4,16.0,ETH,47175.52
6831,9250,6368,hearts,4.2,overalls blue,0.0,blue cat skin,cool_2,5.0,afro brown,48.2,52.4,8.05,WETH,23735.1835
6832,9251,9199,derp,3.5,bandana purple,3.0,blue cat skin,cool_1,1.2,beret green,5.4,13.0,0.011,ETH,32.43317
6833,9252,2969,happy,6.7,work red,3.4,blue cat skin,wild_2,4.2,astro cheeks,107.2,121.5,2.9,ETH,8550.562999999998
6834,9255,4374,three eyes,1.6,astro,78.1,blue cat skin,wild_2,4.2,mohawk purple,5.6,89.4,7.99,ETH,23558.275299999998
6835,9256,307,beard pirate,0.8,combat green,123.9,blue cat skin,exotic_2,62.4,halo fire,85.2,272.4,3.0,ETH,8845.41
6836,9257,9033,happy cute,8.9,robe blue,0.4,blue cat skin,cool_1,1.2,mohawk green,3.3,13.8,11.0,WETH,32433.17
6837,9258,8001,sunglasses blue,3.2,work blue,5.1,blue cat skin,cool_1,1.2,beret red,9.3,18.7,11.269,WETH,33226.30843
6838,9259,9511,pixel,5.6,tshirt yellow,4.4,blue cat skin,cool_1,1.2,hat white,5.0,11.1,1.5,ETH,4422.705
6839,9260,7172,ninja black,7.5,buttondown tan,8.6,blue cat skin,cool_1,1.2,flower pink,8.4,25.6,1.2,ETH,3538.1639999999998
6840,9261,184,owo,3.5,costume gorilla,166.9,blue cat skin,exotic_1,16.0,crown black,118.8,305.1,0.44,ETH,1297.3267999999998
6841,9262,6647,sunglasses heart,3.0,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,hat visor yellow,5.0,49.5,0.03,ETH,88.4541
6842,9263,9158,double face,3.8,bandana red,0.6,blue cat skin,cool_2,5.0,arrowhead,8.8,13.2,0.02,ETH,58.9694
6843,9264,4605,uwu,5.0,viking brown,73.7,blue cat skin,wild_1,1.9,mohawk green,3.3,83.9,9.99,ETH,29455.2153
6844,9265,4822,angry scar,6.3,overalls pink,60.0,blue cat skin,wild_2,4.2,apple,4.0,74.6,0.29,ETH,855.0562999999999
6845,9266,4761,mummy,0.7,tshirt pink,3.9,blue cat skin,wild_2,4.2,knight red,69.0,77.8,12.69,ETH,37416.084299999995
6846,9268,5428,glasses,4.8,work red,3.4,blue cat skin,cool_2,5.0,helm army,54.8,63.1,3.99,ETH,11764.3953
6847,9270,2771,grin,5.4,bandana red,0.6,blue cat skin,wild_2,4.2,admiral pink,118.8,128.9,1.75,ETH,5159.822499999999
6848,9271,60,tvface 404,414.6,tshirt blue,32.5,blue cat skin,classy_2,9.4,tvhead purple,103.0,559.5,6.95,ETH,20491.8665
6849,9272,2362,angry,3.5,baseball red,47.4,blue cat skin,wild_2,4.2,horns,88.4,143.5,11.0,ETH,32433.17
6850,9273,1454,hearts,4.2,cowboy brown,123.9,blue cat skin,classy_1,6.2,cupcake,47.4,181.6,0.2,ETH,589.694
6851,9274,3164,tired,5.9,tanktop tattoo,34.9,blue cat skin,wild_2,4.2,ninja black,69.0,114.1,16.235,WETH,47868.410449999996
6852,9275,5768,glasses funny,4.2,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,beret red,9.3,58.7,0.03,ETH,88.4541
6853,9276,2161,sunglasses cool,10.0,knight leather,81.2,blue cat skin,wild_2,4.2,afro black,57.5,152.9,0.2,ETH,589.694
6854,9277,9541,rich,3.6,tanktop white,3.9,blue cat skin,cool_2,5.0,mohawk green,3.3,10.9,11.0,ETH,32433.17
6855,9278,8723,sunglasses cool,10.0,robe blue,0.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,15.3,0.53,ETH,1562.6891
6856,9279,6030,dizzy,4.8,hoodie black,42.6,blue cat skin,cool_2,5.0,flower pink,8.4,55.8,0.028,ETH,82.55716
6857,9280,2218,happy cute,8.9,hoodie red,79.7,blue cat skin,wild_2,4.2,mullet brown,57.5,150.2,0.15,ETH,442.27049999999997
6858,9281,7600,wink,7.7,buttondown tan,8.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,21.1,0.024,ETH,70.76328
6859,9283,4757,sunglasses blue,3.2,tanktop white,3.9,blue cat skin,wild_1,1.9,knight red,69.0,78.0,8.62,ETH,25415.811399999995
6860,9285,7101,sunglasses cool,10.0,buttondown tan,8.6,blue cat skin,cool_1,1.2,flower pink,8.4,28.1,4.18,ETH,12324.604599999999
6861,9286,9150,dizzy,4.8,tanktop white,3.9,blue cat skin,cool_1,1.2,mohawk green,3.3,13.3,12.4269,ETH,36640.341842999995
6862,9287,1427,angry scar,6.3,astro,78.1,blue cat skin,classy_2,9.4,horns,88.4,182.3,11.69,WETH,34467.614299999994
6863,9288,7982,tired,5.9,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,mohawk purple,5.6,18.8,5.15,ETH,15184.6205
6864,9289,1685,sunglasses cool,10.0,hoodie red,79.7,blue cat skin,classy_1,6.2,tvhead grey,76.6,172.4,2.6,ETH,7666.022
6865,9290,1020,sunglasses cowboy,7.3,winter red,38.9,blue cat skin,classy_1,6.2,deepsea orange,148.5,200.9,1.2,ETH,3538.1639999999998
6866,9291,2450,derp,3.5,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,helm biker,90.1,140.3,6.0,ETH,17690.82
6867,9292,3788,tired,5.9,ninja black,84.5,blue cat skin,wild_1,1.9,flower pink,8.4,100.6,1.6,ETH,4717.552
6868,9293,3395,angry,3.5,sweater black,54.8,blue cat skin,wild_1,1.9,beret pink,46.7,106.8,7.99,ETH,23558.275299999998
6869,9294,7247,sunglasses yellow,8.5,shirt white,10.6,blue cat skin,cool_1,1.2,headband blue,4.2,24.6,7.39,ETH,21789.1933
6870,9297,5420,face face,9.1,baseball red,47.4,blue cat skin,cool_2,5.0,headband red,6.6,63.2,16.0,ETH,47175.52
6871,9298,2566,double face,3.8,hoodie black,42.6,blue cat skin,classy_1,6.2,pirate black,83.7,136.3,14.0,ETH,41278.579999999994
6872,9299,1507,wink,7.7,deepsea bronze,118.3,blue cat skin,classy_1,6.2,cupcake,47.4,179.6,1.0,ETH,2948.47
6873,9301,9009,glasses,4.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,antlers,3.5,13.9,8.5,ETH,25061.995
6874,9304,8332,sunglasses yellow,8.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,antlers,3.5,17.1,0.62,ETH,1828.0513999999998
6875,9305,9479,rich,3.6,tshirt green,7.7,blue cat skin,cool_2,5.0,hat white,5.0,11.4,0.667,ETH,1966.62949
6876,9306,8401,wink,7.7,shirt yellow,4.4,blue cat skin,cool_1,1.2,antlers,3.5,16.7,9.0,ETH,26536.23
6877,9307,9645,glasses funny,4.2,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,bucket hat green,3.0,10.1,5.599,ETH,16508.483529999998
6878,9309,7117,sunglasses cowboy,7.3,shirt white,10.6,blue cat skin,cool_1,1.2,flower pink,8.4,27.5,5.25,ETH,15479.467499999999
6879,9310,5113,sunglasses yellow,8.5,buttondown green,0.2,blue cat skin,cool_2,5.0,beanie blue,59.4,68.1,1.0,ETH,2948.47
6880,9311,6468,angry cute,2.4,tanktop sailor red,39.7,blue cat skin,cool_2,5.0,flower blue,9.5,51.5,0.59,ETH,1739.5972999999997
6881,9312,9286,glasses funny,4.2,bandana green,4.4,blue cat skin,cool_2,5.0,apple,4.0,12.6,12.99,ETH,38300.6253
6882,9313,5502,derp,3.5,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,sunhat white,55.7,62.1,6.75,ETH,19902.172499999997
6883,9314,1988,hearts,4.2,winter red,38.9,blue cat skin,wild_2,4.2,dutch,113.9,161.2,10.75,ETH,31696.052499999998
6884,9317,2537,sunglasses blue,3.2,toga,41.8,blue cat skin,wild_2,4.2,top hat,88.4,137.6,0.8855,ETH,2610.8701849999998
6885,9318,2574,angry cute,2.4,viking brown,73.7,blue cat skin,wild_2,4.2,sunhat white,55.7,135.9,0.075,ETH,221.13524999999998
6886,9320,4860,wink,7.7,sweater orange,8.0,blue cat skin,cool_2,5.0,mullet brown,57.5,73.2,8.3,ETH,24472.301
6887,9321,779,wink,7.7,costume hotdog,108.3,blue cat skin,exotic_1,16.0,halo fire,85.2,217.2,2.9,ETH,8550.562999999998
6888,9324,7144,sunglasses squad,9.1,shirt white,10.6,blue cat skin,cool_2,5.0,headband red,6.6,26.4,14.89,ETH,43902.7183
6889,9325,9327,sunglasses blue,3.2,sweater orange,8.0,blue cat skin,cool_1,1.2,hat white,5.0,12.3,1.65,ETH,4864.9755
6890,9326,1064,glasses,4.8,lederhosen,75.2,blue cat skin,classy_2,9.4,costume gorilla,109.3,198.8,26.0,ETH,76660.22
6891,9327,8776,three eyes,1.6,work blue,5.1,blue cat skin,cool_2,5.0,flower pink,8.4,15.1,9.84,ETH,29012.944799999997
6892,9328,9092,angry,3.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,hat visor yellow,5.0,13.6,6.19,ETH,18251.0293
6893,9329,4188,sunglasses cowboy,7.3,ninja red,37.6,blue cat skin,wild_1,1.9,beret black,46.7,93.4,0.91,WETH,2683.1077
6894,9330,4585,dizzy,4.8,viking navy,68.4,blue cat skin,wild_1,1.9,flower blue,9.5,84.6,0.911,ETH,2686.05617
6895,9332,5059,sunglasses squad,9.1,tshirt pink,3.9,blue cat skin,wild_1,1.9,sunhat black,53.9,68.8,0.5,ETH,1474.235
6896,9335,9611,angry scar,6.3,overalls blue,0.0,blue cat skin,cool_2,5.0,apple,4.0,10.4,11.1735,WETH,32944.729545
6897,9337,4452,ditto,0.0,overalls blue,0.0,blue cat skin,wild_2,4.2,pirate black,83.7,87.9,6.85,ETH,20197.0195
6898,9338,6610,ninja blue,4.5,winter red,38.9,blue cat skin,cool_2,5.0,headband red,6.6,50.1,1.2,WETH,3538.1639999999998
6899,9340,4978,shocked,7.5,tshirt white,53.8,blue cat skin,cool_2,5.0,arrowhead,8.8,70.1,0.03,ETH,88.4541
6900,9341,3415,glossy,9.6,overalls flannel,35.6,blue cat skin,wild_1,1.9,beanie blue,59.4,106.4,1.75,ETH,5159.822499999999
6901,9342,771,double face,3.8,pirate red,97.4,blue cat skin,classy_2,9.4,helm bronze,107.2,217.8,0.18,ETH,530.7245999999999
6902,9344,8832,happy,6.7,work red,3.4,blue cat skin,cool_1,1.2,antlers,3.5,14.8,13.7,ETH,40394.039
6903,9349,79,tvface xp,331.0,cowboy black,84.5,blue cat skin,classy_2,9.4,tvhead grey,76.6,501.5,0.02,ETH,58.9694
6904,9351,5290,happy,6.7,buttondown tan,8.6,blue cat skin,cool_2,5.0,pirate red,49.8,65.0,0.03,ETH,88.4541
6905,9352,3768,angry,3.5,sweater green chain,86.2,blue cat skin,wild_1,1.9,beret red,9.3,100.8,8.0,ETH,23587.76
6906,9353,6643,angry cute,2.4,tanktop sailor blue,41.8,blue cat skin,cool_2,5.0,beret green,5.4,49.6,7.95,ETH,23440.336499999998
6907,9355,1384,dizzy,4.8,costume gorilla,166.9,blue cat skin,wild_2,4.2,piercings,8.1,184.0,12.0,ETH,35381.64
6908,9357,5401,uwu,5.0,overalls blue,0.0,blue cat skin,cool_2,5.0,mullet blonde,58.5,63.5,0.2,ETH,589.694
6909,9358,7468,happy cute,8.9,hoodie purple,6.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,22.1,0.03,ETH,88.4541
6910,9359,5463,owo,3.5,bandana green,4.4,blue cat skin,cool_2,5.0,bucket hat white,54.8,62.6,14.4,ETH,42457.968
6911,9361,9710,beard pirate,0.8,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,candle,5.6,9.4,0.03,ETH,88.4541
6912,9362,6797,sunglasses blue,3.2,baseball blue,38.9,blue cat skin,cool_2,5.0,candle,5.6,47.7,13.5,ETH,39804.344999999994
6913,9363,5979,grin,5.4,tanktop sailor black,42.6,blue cat skin,cool_2,5.0,flower pink,8.4,56.3,14.88,ETH,43873.2336
6914,9364,9403,beard pirate,0.8,bandana green,4.4,blue cat skin,cool_2,5.0,headband red,6.6,11.9,1.4444,ETH,4258.770068
6915,9365,1176,pixel,5.6,costume dragon,126.8,blue cat skin,classy_1,6.2,helm army,54.8,193.3,0.069,ETH,203.44443
6916,9368,1228,ditto,0.0,tshirt white,53.8,blue cat skin,classy_2,9.4,crown fire,126.6,189.9,2.5,ETH,7371.174999999999
6917,9369,5846,unamused,2.0,tshirt yellow,4.4,blue cat skin,cool_2,5.0,hat visor blue,51.4,57.8,1.3206,ETH,3893.7494819999997
6918,9370,2070,uwu,5.0,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,tvhead purple,103.0,157.5,12.69,ETH,37416.084299999995
6919,9372,9187,uwu,5.0,tshirt pink,3.9,blue cat skin,cool_1,1.2,bucket hat green,3.0,13.1,4.5,ETH,13268.115
6920,9374,8509,smirk,6.3,bandana red,0.6,blue cat skin,cool_1,1.2,piercings,8.1,16.2,1.94,ETH,5720.0318
6921,9376,2453,rich,3.6,shirt bowtie,40.4,blue cat skin,classy_1,6.2,halo,90.1,140.3,0.29,ETH,855.0562999999999
6922,9377,3542,uwu,5.0,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,104.3,8.0,WETH,23587.76
6923,9378,296,happy cute,8.9,combat green,123.9,blue cat skin,exotic_1,16.0,crown fire,126.6,275.4,5.0,ETH,14742.349999999999
6924,9380,5389,unamused,2.0,tanktop orange,7.7,blue cat skin,cool_2,5.0,sunhat black,53.9,63.7,7.6,ETH,22408.371999999996
6925,9381,5287,glasses funny,4.2,sweater black,54.8,blue cat skin,wild_1,1.9,headband blue,4.2,65.1,0.067,ETH,197.54749
6926,9382,2391,sunglasses cowboy,7.3,overalls pink,60.0,blue cat skin,classy_1,6.2,ninja black,69.0,142.5,9.0,ETH,26536.23
6927,9384,6499,zombie,1.1,overalls blue,0.0,blue cat skin,wild_1,1.9,afro brown,48.2,51.2,8.39,ETH,24737.6633
6928,9387,2730,smirk,6.3,combat black,110.7,blue cat skin,wild_2,4.2,beret red,9.3,130.4,11.69,ETH,34467.614299999994
6929,9388,7784,happy,6.7,sweater orange,8.0,blue cat skin,cool_1,1.2,apple,4.0,19.9,0.095,ETH,280.10465
6930,9389,2996,sunglasses pixel,5.8,epaulette black,101.6,blue cat skin,wild_2,4.2,arrowhead,8.8,120.3,5.5,ETH,16216.585
6931,9390,4034,mummy,0.7,knight,87.9,blue cat skin,wild_2,4.2,antlers,3.5,96.3,0.07,ETH,206.3929
6932,9391,3189,sunglasses pixel,5.8,tshirt blue,32.5,blue cat skin,classy_1,6.2,ninja black,69.0,113.4,1.275,ETH,3759.2992499999996
6933,9394,9512,stunned,2.8,work red,3.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,11.1,1.75,ETH,5159.822499999999
6934,9395,8512,hearts,4.2,tanktop pink,5.9,blue cat skin,cool_1,1.2,hat visor yellow,5.0,16.2,6.75,ETH,19902.172499999997
6935,9396,1885,shocked,7.5,costume hotdog,108.3,blue cat skin,classy_1,6.2,hat skull,43.2,165.1,0.5,ETH,1474.235
6936,9397,8872,owo,3.5,tshirt yellow,4.4,blue cat skin,cool_1,1.2,candle,5.6,14.6,8.4,ETH,24767.148
