,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
200,276,4723,double face,3.8,ninja blue,34.9,blue cat skin,wild_2,4.2,cowboy brown,36.9,79.8,0.22,ETH,648.6633999999999
201,277,4037,wink,7.7,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,pirate black,83.7,96.2,7.0,ETH,20639.289999999997
202,278,7482,happy cute,8.9,work red,3.4,blue cat skin,cool_1,1.2,flower pink,8.4,21.9,1.25,ETH,3685.5874999999996
203,279,5513,angry,3.5,sweater black,54.8,blue cat skin,cool_2,5.0,bucket hat tan,3.7,62.0,0.06,ETH,176.9082
204,280,1969,shocked,7.5,winter red,38.9,blue cat skin,classy_1,6.2,costume gorilla,109.3,161.9,8.0,WETH,23587.76
205,281,2469,sunglasses yellow,8.5,cowboy brown,123.9,blue cat skin,wild_2,4.2,mohawk green,3.3,139.8,16.5,ETH,48649.755
206,282,1288,shocked,7.5,pirate red,97.4,blue cat skin,classy_1,6.2,prince,76.6,187.6,5.0,ETH,14742.349999999999
207,283,2959,sunglasses heart,3.0,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,122.0,0.06,ETH,176.9082
208,284,117,double face,3.8,robe king,118.3,blue cat skin,exotic_2,62.4,knight black,152.1,336.7,6.0,ETH,17690.82
209,285,1949,face face,9.1,knight,87.9,blue cat skin,wild_2,4.2,hat black,61.4,162.6,6.25,ETH,18427.9375
210,286,9279,double face,3.8,work blue,5.1,blue cat skin,cool_2,5.0,bucket hat tan,3.7,12.6,6.685,WETH,19710.52195
211,287,4120,hearts,4.2,ninja blue,34.9,blue cat skin,wild_1,1.9,sunhat black,53.9,94.8,12.3195,WETH,36323.676165
212,288,4684,rich,3.6,robe blue,0.4,blue cat skin,wild_1,1.9,wreath flowers,75.2,81.2,6.0,ETH,17690.82
213,289,5310,sunglasses cool,10.0,winter blue,46.6,blue cat skin,cool_2,5.0,piercings,8.1,64.7,13.0,WETH,38330.11
214,290,2406,sunglasses cool,10.0,deepsea bronze,118.3,blue cat skin,wild_2,4.2,wreath,9.5,142.0,1.2,ETH,3538.1639999999998
215,291,1937,ditto,0.0,overalls pink,60.0,blue cat skin,classy_2,9.4,knight blue,93.5,163.0,0.04,ETH,117.9388
216,292,9273,owo,3.5,bandana purple,3.0,blue cat skin,cool_1,1.2,hat visor yellow,5.0,12.6,9.4949,ETH,27995.427802999995
217,294,2414,sunglasses blue,3.2,hoodie red,79.7,blue cat skin,wild_2,4.2,beanie black,54.8,141.7,1.6,ETH,4717.552
218,298,7438,ninja black,7.5,bandana green,4.4,blue cat skin,cool_1,1.2,beret red,9.3,22.3,8.2,ETH,24177.453999999998
219,301,5700,face face,9.1,tanktop white,3.9,blue cat skin,wild_1,1.9,visor green,44.5,59.4,1.13,ETH,3331.7710999999995
220,302,4663,stunned,2.8,pirate black,69.7,blue cat skin,wild_1,1.9,beanie red,7.9,82.2,1.0,ETH,2948.47
221,303,2017,three eyes,1.6,pirate red,97.4,blue cat skin,classy_1,6.2,bucket hat white,54.8,159.9,1.36,ETH,4009.9192
222,304,4243,glasses,4.8,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,hat skull,43.2,92.5,0.06,ETH,176.9082
223,305,8637,smirk,6.3,buttondown green,0.2,blue cat skin,cool_1,1.2,beanie red,7.9,15.6,0.02,ETH,58.9694
224,306,496,glossy,9.6,costume frog,113.2,blue cat skin,exotic_1,16.0,tvhead purple,103.0,241.7,3.02,WETH,8904.3794
225,307,197,wink,7.7,combat green,123.9,blue cat skin,exotic_1,16.0,knight black,152.1,299.7,13.0,ETH,38330.11
226,308,7402,face face,9.1,buttondown tan,8.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,22.6,0.06,ETH,176.9082
227,309,3946,happy,6.7,tshirt metal,41.1,blue cat skin,wild_1,1.9,afro brown,48.2,97.9,0.999,ETH,2945.52153
228,310,6236,sunglasses blue,3.2,tshirt metal,41.1,blue cat skin,cool_2,5.0,flower blue,9.5,53.8,6.53,ETH,19253.5091
229,311,7906,beard brown,5.4,work red,3.4,blue cat skin,cool_1,1.2,beret red,9.3,19.3,0.085,ETH,250.61995
230,312,3991,stunned,2.8,ninja red,37.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,97.0,0.06,ETH,176.9082
231,313,5963,ditto,0.0,sweater orange,8.0,blue cat skin,wild_1,1.9,beret black,46.7,56.6,15.7,ETH,46290.97899999999
232,314,1734,stunned,2.8,ninja blue,34.9,blue cat skin,classy_1,6.2,crown fire,126.6,170.6,7.5,ETH,22113.524999999998
233,315,9371,sunglasses squad,9.1,overalls blue,0.0,blue cat skin,cool_2,5.0,bucket hat green,3.0,12.1,13.0,ETH,38330.11
234,316,7825,sunglasses cool,10.0,robe blue,0.4,blue cat skin,cool_1,1.2,piercings,8.1,19.7,6.1,ETH,17985.666999999998
235,317,4724,dizzy,4.8,tanktop white,3.9,blue cat skin,wild_1,1.9,ninja black,69.0,79.7,0.06,ETH,176.9082
236,318,8186,glasses funny,4.2,shirt yellow,4.4,blue cat skin,cool_2,5.0,beret red,9.3,17.8,3.5,ETH,10319.644999999999
237,319,8191,pixel,5.6,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk green,3.3,17.8,6.96,WETH,20521.351199999997
238,320,7105,glossy,9.6,sweater orange,8.0,blue cat skin,cool_1,1.2,beret red,9.3,28.0,10.9825,WETH,32381.571774999997
239,321,2879,pixel,5.6,epaulette red,106.0,blue cat skin,wild_2,4.2,beret red,9.3,125.0,7.0074,WETH,20661.108677999997
240,322,2562,sunglasses cowboy,7.3,tanktop tattoo,34.9,blue cat skin,wild_2,4.2,bucket hat blue,90.1,136.5,0.52,ETH,1533.2043999999999
241,323,7147,sunglasses cool,10.0,tanktop pink,5.9,blue cat skin,cool_1,1.2,beret red,9.3,26.3,1.65,ETH,4864.9755
242,324,770,owo,3.5,gown purple,86.2,blue cat skin,classy_2,9.4,crown black,118.8,217.9,2.25,ETH,6634.0575
243,325,4791,unamused,2.0,bandana purple,3.0,blue cat skin,wild_1,1.9,knight red,69.0,75.9,0.019,ETH,56.02092999999999
244,326,2628,sunglasses cowboy,7.3,costume frog,113.2,blue cat skin,wild_2,4.2,wreath,9.5,134.1,1.99,ETH,5867.4553
245,327,4411,rich,3.6,tshirt yellow,4.4,blue cat skin,wild_2,4.2,bow,76.6,88.8,0.05,ETH,147.4235
246,328,7933,grin,5.4,bandana green,4.4,blue cat skin,cool_1,1.2,piercings,8.1,19.1,0.69,ETH,2034.4442999999997
247,329,3494,uwu,5.0,hoodie black,42.6,blue cat skin,wild_1,1.9,sunhat white,55.7,105.2,1.89,ETH,5572.608299999999
248,330,5010,happy,6.7,shirt yellow,4.4,blue cat skin,cool_2,5.0,mullet blonde,58.5,69.5,10.3,WETH,30369.241
249,331,9784,stunned,2.8,shirt yellow,4.4,blue cat skin,cool_1,1.2,hat white,5.0,8.4,7.42,ETH,21877.647399999998
250,332,3205,angry cute,2.4,bandana purple,3.0,blue cat skin,wild_2,4.2,tvhead purple,103.0,112.5,1.05,ETH,3095.8935
251,333,324,owo,3.5,costume gorilla,166.9,blue cat skin,classy_2,9.4,top hat,88.4,268.2,12.9,ETH,38035.263
252,334,4995,uwu,5.0,hoodie purple,6.4,blue cat skin,cool_2,5.0,mullet blonde,58.5,69.9,14.0,ETH,41278.579999999994
253,335,349,grin,5.4,gown black,123.9,blue cat skin,exotic_1,16.0,crown gold,118.8,264.0,4.9,ETH,14447.503
254,336,6657,ditto,0.0,bandana green,4.4,blue cat skin,wild_1,1.9,hat skull,43.2,49.4,2.0,ETH,5896.94
255,337,4291,tired,5.9,overalls blue,0.0,blue cat skin,wild_1,1.9,pirate black,83.7,91.5,0.06,ETH,176.9082
256,338,7716,pixel,5.6,buttondown tan,8.6,blue cat skin,cool_1,1.2,hat visor yellow,5.0,20.3,0.799,ETH,2355.82753
257,339,9664,zombie,1.1,bandana red,0.6,blue cat skin,cool_2,5.0,piercings,8.1,9.9,11.0,ETH,32433.17
258,340,3551,angry scar,6.3,tshirt red,5.1,blue cat skin,wild_2,4.2,horns,88.4,104.0,1.33,ETH,3921.4651
259,341,4274,sunglasses cowboy,7.3,buttondown blue flannel,6.1,blue cat skin,wild_1,1.9,prince,76.6,91.9,0.2,ETH,589.694
260,342,9290,unamused,2.0,tshirt red,5.1,blue cat skin,cool_1,1.2,headband blue,4.2,12.6,1.43,ETH,4216.312099999999
261,343,5187,smirk,6.3,tanktop white,3.9,blue cat skin,cool_2,5.0,unicorn horn,56.6,66.8,16.5,ETH,48649.755
262,344,3611,uwu,5.0,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,hat black,61.4,103.2,15.5188,WETH,45756.716236
263,345,7282,ninja red,5.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,beanie orange,12.8,24.1,1.4,ETH,4127.857999999999
264,346,8651,glasses funny,4.2,hoodie purple,6.4,blue cat skin,cool_2,5.0,hat visor yellow,5.0,15.6,0.6,ETH,1769.0819999999999
265,347,5285,face face,9.1,tshirt green,7.7,blue cat skin,cool_2,5.0,afro brown,48.2,65.1,8.5,ETH,25061.995
266,348,6975,mononoke,4.5,ninja blue,34.9,blue cat skin,wild_1,1.9,mohawk green,3.3,44.6,0.06,ETH,176.9082
267,349,971,face face,9.1,costume hotdog,108.3,blue cat skin,classy_2,9.4,prince,76.6,203.5,0.06,ETH,176.9082
268,351,5144,tired,5.9,tshirt green,7.7,blue cat skin,cool_2,5.0,sunhat black,53.9,67.6,11.08,ETH,32669.047599999998
269,352,3283,ninja black,7.5,tshirt red,5.1,blue cat skin,wild_1,1.9,astro,95.3,109.8,14.325,WETH,42236.832749999994
270,353,7121,happy cute,8.9,tshirt green,7.7,blue cat skin,cool_1,1.2,wreath,9.5,27.3,0.03,ETH,88.4541
271,354,6203,derp,3.5,hoodie black,42.6,blue cat skin,cool_2,5.0,beanie red,7.9,54.0,1.65,ETH,4864.9755
272,356,8093,derp,3.5,sweater orange,8.0,blue cat skin,cool_1,1.2,candle,5.6,18.3,9.0,ETH,26536.23
273,357,5782,smirk,6.3,winter blue,46.6,blue cat skin,cool_2,5.0,candle,5.6,58.5,8.1,ETH,23882.606999999996
274,358,3704,zombie,1.1,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,bucket hat white,54.8,101.9,8.0,ETH,23587.76
275,359,9376,sunglasses blue,3.2,tanktop orange,7.7,blue cat skin,cool_1,1.2,hat white,5.0,12.1,0.89,ETH,2624.1383
276,360,5231,glasses funny,4.2,work red,3.4,blue cat skin,wild_1,1.9,unicorn horn,56.6,66.0,0.05,ETH,147.4235
277,361,7695,ninja black,7.5,bandana purple,3.0,blue cat skin,cool_1,1.2,arrowhead,8.8,20.4,10.123,WETH,29847.361809999995
278,362,956,three eyes,1.6,chain,48.3,blue cat skin,classy_2,9.4,deepsea bronze,145.0,204.4,0.09,ETH,265.36229999999995
279,363,7031,shocked,7.5,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,hat white,5.0,42.4,13.37,WETH,39421.0439
280,364,6391,happy cute,8.9,ninja red,37.6,blue cat skin,cool_2,5.0,candle,5.6,52.1,7.95,ETH,23440.336499999998
281,365,2971,mummy,0.7,hoodie black,42.6,blue cat skin,wild_2,4.2,ninja red,74.0,121.4,0.065,ETH,191.65054999999998
282,366,5939,sunglasses heart,3.0,bandana red,0.6,blue cat skin,wild_1,1.9,ninja blue,51.4,56.8,9.745,ETH,28732.840149999996
283,367,1962,rich,3.6,toga,41.8,blue cat skin,classy_2,9.4,visor purple,107.2,162.1,4.44,ETH,13091.2068
284,368,4079,beard tan,10.2,winter red,38.9,blue cat skin,wild_1,1.9,mohawk red,44.5,95.6,11.3,ETH,33317.711
285,369,8828,beard pirate,0.8,buttondown tan,8.6,blue cat skin,cool_2,5.0,beret green,5.4,14.8,1.455,ETH,4290.02385
286,370,9232,beard brown,5.4,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,mohawk green,3.3,12.9,7.99,ETH,23558.275299999998
287,371,700,happy cute,8.9,sweater green chain,86.2,blue cat skin,classy_2,9.4,crown black,118.8,223.3,4.0,ETH,11793.88
288,372,9605,dizzy,4.8,buttondown green,0.2,blue cat skin,cool_1,1.2,headband blue,4.2,10.5,6.0,ETH,17690.82
289,373,653,beard tan,10.2,epaulette white,118.3,blue cat skin,classy_2,9.4,top hat,88.4,226.4,0.35,WETH,1031.9644999999998
290,374,692,sunglasses cool,10.0,monk,110.7,blue cat skin,classy_2,9.4,goggles seaweed,93.5,223.7,1.25,ETH,3685.5874999999996
291,375,887,shocked,7.5,astro black,115.7,blue cat skin,classy_2,9.4,bow,76.6,209.2,0.095,ETH,280.10465
292,376,7382,shocked,7.5,buttondown tan,8.6,blue cat skin,cool_1,1.2,mohawk purple,5.6,22.8,8.3061,ETH,24490.286667
293,377,9586,tired,5.9,work red,3.4,blue cat skin,cool_1,1.2,hat white,5.0,10.6,0.02,ETH,58.9694
294,378,9550,mummy,0.7,robe red,5.1,blue cat skin,cool_2,5.0,hat visor yellow,5.0,10.8,5.5,ETH,16216.585
295,379,4591,ditto,0.0,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,cowboy brown,36.9,84.4,16.0,WETH,47175.52
296,386,7114,tired,5.9,tanktop orange,7.7,blue cat skin,cool_1,1.2,beanie orange,12.8,27.6,8.252,ETH,24330.77444
297,388,6652,owo,3.5,shirt bowtie,40.4,blue cat skin,cool_2,5.0,candle,5.6,49.4,8.5,ETH,25061.995
298,389,5004,wink,7.7,bandana red,0.6,blue cat skin,cool_2,5.0,sushi,61.4,69.7,7.0,WETH,20639.289999999997
299,390,158,stunned,2.8,cowboy brown,123.9,blue cat skin,exotic_1,16.0,astro fishbowl,172.5,315.1,3.3817,ETH,9970.840999
300,394,7689,grin,5.4,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,20.5,8.5,ETH,25061.995
301,399,1989,three eyes,1.6,overalls yellow,60.0,blue cat skin,classy_2,9.4,halo,90.1,161.1,0.1,ETH,294.847
302,400,1721,ditto,0.0,robe king,118.3,blue cat skin,classy_2,9.4,hat skull,43.2,170.9,0.3,ETH,884.5409999999999
303,402,9054,unamused,2.0,tshirt pink,3.9,blue cat skin,cool_1,1.2,headband red,6.6,13.7,8.88,ETH,26182.4136
304,403,1135,beard brown,5.4,gown white,95.4,blue cat skin,classy_1,6.2,horns,88.4,195.4,12.99,ETH,38300.6253
305,405,5742,double face,3.8,winter blue,46.6,blue cat skin,wild_1,1.9,headband red,6.6,58.9,0.62,WETH,1828.0513999999998
306,406,8226,ninja red,5.8,tshirt red,5.1,blue cat skin,cool_1,1.2,candle,5.6,17.6,6.9,ETH,20344.443
307,407,6201,glossy,9.6,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,flower blue,9.5,54.0,0.8,ETH,2358.776
308,408,536,angry cute,2.4,nurse,115.7,blue cat skin,classy_1,6.2,helm silver,113.9,238.1,1.5,ETH,4422.705
309,409,912,sunglasses heart,3.0,epaulette black,101.6,blue cat skin,classy_2,9.4,goggles seaweed,93.5,207.5,5.59,ETH,16481.9473
310,410,551,sunglasses pixel,5.8,punk,108.3,blue cat skin,exotic_1,16.0,astro cheeks,107.2,237.2,2.95,ETH,8697.986499999999
311,411,8541,double face,3.8,tanktop white,3.9,blue cat skin,cool_2,5.0,flower pink,8.4,16.1,7.69,ETH,22673.7343
312,412,7348,sunglasses cool,10.0,tshirt green,7.7,blue cat skin,cool_1,1.2,headband blue,4.2,23.2,12.2,ETH,35971.333999999995
313,413,9653,three eyes,1.6,tshirt red,5.1,blue cat skin,cool_2,5.0,mohawk green,3.3,10.0,0.45,ETH,1326.8115
314,414,4854,rich,3.6,overalls pink,60.0,blue cat skin,wild_2,4.2,candle,5.6,73.4,0.125,ETH,368.55875
315,415,2274,glasses funny,4.2,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,knight blue,93.5,147.2,5.4,ETH,15921.738
316,417,884,mummy,0.7,gown black,123.9,blue cat skin,exotic_1,16.0,knight red,69.0,209.6,0.06,ETH,176.9082
317,418,3331,glasses,4.8,hoodie purple,6.4,blue cat skin,wild_1,1.9,astro,95.3,108.4,7.6,ETH,22408.371999999996
318,419,2059,angry,3.5,overalls yellow,60.0,blue cat skin,classy_1,6.2,horns,88.4,158.1,2.3,ETH,6781.480999999999
319,420,7474,sunglasses yellow,8.5,bandana green,4.4,blue cat skin,cool_1,1.2,beanie red,7.9,22.0,0.13,ETH,383.30109999999996
320,421,3676,grin,5.4,tshirt metal,41.1,blue cat skin,wild_1,1.9,sunhat black,53.9,102.2,0.0222,ETH,65.456034
321,422,1241,rich,3.6,gown purple,86.2,blue cat skin,classy_2,9.4,helm biker,90.1,189.3,0.12,ETH,353.8164
322,423,2933,sunglasses cowboy,7.3,epaulette red,106.0,blue cat skin,wild_2,4.2,flower red,5.4,122.8,10.5,ETH,30958.934999999998
323,424,5388,pixel,5.6,bandana red,0.6,blue cat skin,cool_2,5.0,afro black,57.5,63.7,8.01,ETH,23617.2447
324,425,8800,angry cute,2.4,tanktop orange,7.7,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.9,7.45,ETH,21966.1015
325,426,6870,ninja red,5.8,overalls flannel,35.6,blue cat skin,cool_2,5.0,flower red,5.4,46.7,8.78,ETH,25887.566599999995
326,427,7256,beard brown,5.4,work blue,5.1,blue cat skin,cool_1,1.2,beanie orange,12.8,24.5,6.5,ETH,19165.055
327,428,5761,double face,3.8,baseball red,47.4,blue cat skin,wild_1,1.9,candle,5.6,58.7,0.55,ETH,1621.6585
328,429,4285,zombie,1.1,sweater pink,39.7,blue cat skin,wild_2,4.2,beret black,46.7,91.6,0.749,WETH,2208.4040299999997
329,430,3217,mummy,0.7,epaulette black,101.6,blue cat skin,wild_2,4.2,beret green,5.4,111.8,9.11,ETH,26860.561699999995
330,431,5597,dizzy,4.8,buttondown blue flannel,6.1,blue cat skin,cool_2,5.0,pirate red,49.8,60.7,0.005,ETH,14.74235
331,432,5658,glasses,4.8,tshirt green,7.7,blue cat skin,cool_2,5.0,cupcake,47.4,60.0,2.0,ETH,5896.94
332,433,579,ninja black,7.5,chain,48.3,blue cat skin,classy_1,6.2,astro fishbowl,172.5,234.4,4.2069,ETH,12403.918442999999
333,434,4562,owo,3.5,tshirt blue,32.5,blue cat skin,wild_1,1.9,cupcake,47.4,85.2,0.7,ETH,2063.9289999999996
334,435,1249,wink,7.7,cowboy brown,123.9,blue cat skin,classy_1,6.2,hat visor blue,51.4,189.1,14.49,ETH,42723.330299999994
335,436,2576,dizzy,4.8,sweater pink,39.7,blue cat skin,classy_1,6.2,halo fire,85.2,135.9,4.0,WETH,11793.88
336,437,3652,happy cute,8.9,tshirt blue,32.5,blue cat skin,wild_1,1.9,beanie blue,59.4,102.7,8.0,ETH,23587.76
337,438,7143,angry scar,6.3,shirt white,10.6,blue cat skin,cool_2,5.0,wreath,9.5,26.5,9.75,ETH,28747.582499999997
338,439,8112,uwu,5.0,tanktop orange,7.7,blue cat skin,cool_1,1.2,headband blue,4.2,18.2,0.05,ETH,147.4235
339,440,1422,ditto,0.0,robe white,46.6,blue cat skin,classy_2,9.4,afro rainbow unicorn,126.6,182.7,0.175,ETH,515.9822499999999
340,441,6635,face face,9.1,ninja blue,34.9,blue cat skin,cool_2,5.0,candle,5.6,49.7,12.0,ETH,35381.64
341,442,5894,sunglasses pixel,5.8,tshirt red,5.1,blue cat skin,wild_1,1.9,mohawk red,44.5,57.3,0.6,ETH,1769.0819999999999
342,443,6512,happy,6.7,tshirt metal,41.1,blue cat skin,cool_2,5.0,mohawk green,3.3,51.1,7.5,ETH,22113.524999999998
343,444,917,stunned,2.8,ninja black,84.5,blue cat skin,classy_1,6.2,helm silver,113.9,207.4,2.4,ETH,7076.3279999999995
344,445,3339,angry cute,2.4,hoodie black,42.6,blue cat skin,wild_1,1.9,hat black,61.4,108.2,1.3,ETH,3833.011
345,447,9065,pixel,5.6,work red,3.4,blue cat skin,cool_1,1.2,antlers,3.5,13.7,1.3444,ETH,3963.923068
346,448,7022,unamused,2.0,ninja red,37.6,blue cat skin,cool_2,5.0,mohawk green,3.3,42.9,12.0,ETH,35381.64
347,449,1533,double face,3.8,combat black,110.7,blue cat skin,classy_2,9.4,helm army,54.8,178.7,12.69,ETH,37416.084299999995
348,450,5815,angry cute,2.4,shirt yellow,4.4,blue cat skin,cool_2,5.0,hat visor blue,51.4,58.1,4.4399,WETH,13090.911952999999
349,452,5132,tired,5.9,tshirt yellow,4.4,blue cat skin,cool_2,5.0,mullet brown,57.5,67.8,0.08,ETH,235.8776
350,453,8527,dizzy,4.8,bandana red,0.6,blue cat skin,cool_1,1.2,wreath,9.5,16.1,11.11,ETH,32757.501699999997
351,454,5142,rich,3.6,tshirt white,53.8,blue cat skin,wild_1,1.9,flower pink,8.4,67.7,0.75,ETH,2211.3525
352,455,5159,grin,5.4,shirt yellow,4.4,blue cat skin,cool_2,5.0,mullet brown,57.5,67.3,9.0,ETH,26536.23
353,456,6266,beard pirate,0.8,winter blue,46.6,blue cat skin,wild_1,1.9,apple,4.0,53.4,6.8,WETH,20049.595999999998
354,458,2976,derp,3.5,combat black,110.7,blue cat skin,wild_2,4.2,bucket hat green,3.0,121.3,1.095,ETH,3228.5746499999996
355,459,7333,pixel,5.6,tanktop orange,7.7,blue cat skin,cool_1,1.2,arrowhead,8.8,23.3,8.689,ETH,25619.25583
356,460,2396,three eyes,1.6,tshirt white,53.8,blue cat skin,classy_1,6.2,nurse,80.8,142.3,13.66,ETH,40276.1002
357,461,5265,derp,3.5,tshirt yellow,4.4,blue cat skin,cool_2,5.0,afro black,57.5,65.4,5.0,WETH,14742.349999999999
358,462,9460,beard pirate,0.8,tshirt red,5.1,blue cat skin,cool_2,5.0,mohawk purple,5.6,11.6,11.249,ETH,33167.33903
359,463,811,grin,5.4,wetsuit,81.2,blue cat skin,classy_2,9.4,crown black,118.8,214.8,2.9,ETH,8550.562999999998
360,464,9669,double face,3.8,robe blue,0.4,blue cat skin,cool_2,5.0,candle,5.6,9.8,5.99,ETH,17661.3353
361,466,9401,glasses funny,4.2,shirt yellow,4.4,blue cat skin,cool_2,5.0,mohawk green,3.3,11.9,0.03,ETH,88.4541
362,467,2935,sunglasses pixel,5.8,toga,41.8,blue cat skin,classy_1,6.2,ninja black,69.0,122.8,8.5,ETH,25061.995
363,469,8351,three eyes,1.6,tanktop pink,5.9,blue cat skin,cool_2,5.0,wreath,9.5,17.0,0.3999,ETH,1179.0931529999998
364,473,2887,owo,3.5,pirate black,69.7,blue cat skin,wild_2,4.2,cupcake,47.4,124.7,17.0,WETH,50123.99
365,474,9123,ninja blue,4.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,mohawk green,3.3,13.4,7.4,WETH,21818.678
366,481,7299,face face,9.1,work blue,5.1,blue cat skin,cool_1,1.2,flower pink,8.4,23.8,8.8,ETH,25946.536
367,486,3736,glossy,9.6,knight leather,81.2,blue cat skin,wild_1,1.9,arrowhead,8.8,101.5,9.35,WETH,27568.194499999998
368,491,9374,beard pirate,0.8,tshirt green,7.7,blue cat skin,cool_2,5.0,antlers,3.5,12.1,14.82,ETH,43696.325399999994
369,492,9304,ditto,0.0,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,wreath,9.5,12.5,0.022,ETH,64.86634
370,493,2424,happy,6.7,tshirt white,53.8,blue cat skin,wild_2,4.2,bow,76.6,141.3,6.5,WETH,19165.055
371,494,9735,ditto,0.0,tshirt red,5.1,blue cat skin,cool_2,5.0,apple,4.0,9.2,9.97,ETH,29396.245899999998
372,495,8407,uwu,5.0,tanktop white,3.9,blue cat skin,cool_1,1.2,headband red,6.6,16.7,0.022,ETH,64.86634
373,496,6600,ninja black,7.5,winter red,38.9,blue cat skin,cool_2,5.0,bucket hat tan,3.7,50.1,1.39,ETH,4098.373299999999
374,497,1776,ditto,0.0,punk,108.3,blue cat skin,classy_1,6.2,bucket hat white,54.8,169.2,0.035,ETH,103.19645
375,500,2,upsidedown,3275.3,upsidedown,3267.8,blue cat skin,exotic_2,62.4,upsidedown,3273.4,9878.8,5.0,WETH,14742.349999999999
376,502,7890,tired,5.9,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beret red,9.3,19.4,0.022,ETH,64.86634
377,503,2899,three eyes,1.6,hoodie red,79.7,blue cat skin,classy_1,6.2,cowboy brown,36.9,124.3,15.9963,WETH,47164.610661
378,504,2288,smirk,6.3,cowboy black,84.5,blue cat skin,wild_2,4.2,hat visor blue,51.4,146.3,11.8,WETH,34791.945999999996
379,505,9816,beard pirate,0.8,robe blue,0.4,blue cat skin,cool_2,5.0,headband red,6.6,7.9,11.6,ETH,34202.25199999999
380,506,5283,hearts,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5.0,unicorn horn,56.6,65.1,0.022,ETH,64.86634
381,507,1263,mononoke,4.5,overalls red,84.5,blue cat skin,classy_2,9.4,halo,90.1,188.5,1.3,ETH,3833.011
382,509,2315,owo,3.5,sweater green chain,86.2,blue cat skin,wild_2,4.2,ninja blue,51.4,145.2,22.0,ETH,64866.34
383,510,4056,three eyes,1.6,gown purple,86.2,blue cat skin,wild_2,4.2,apple,4.0,96.0,15.5,ETH,45701.284999999996
384,512,6160,ninja blue,4.5,buttondown green,0.2,blue cat skin,cool_2,5.0,pirate red,49.8,54.5,9.5,ETH,28010.464999999997
385,513,7904,grin,5.4,tanktop white,3.9,blue cat skin,cool_1,1.2,arrowhead,8.8,19.3,12.0,ETH,35381.64
386,515,8652,ninja red,5.8,work blue,5.1,blue cat skin,cool_1,1.2,antlers,3.5,15.5,6.79,ETH,20020.1113
387,518,2840,stunned,2.8,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,bow,76.6,126.2,1.55,ETH,4570.1285
388,519,9565,sunglasses heart,3.0,tshirt yellow,4.4,blue cat skin,cool_2,5.0,mohawk green,3.3,10.7,10.9,ETH,32138.323
389,520,5911,happy,6.7,buttondown tan,8.6,blue cat skin,cool_2,5.0,sunhat tan,41.8,57.1,0.81,ETH,2388.2607
390,521,2635,ninja blue,4.5,astro black,115.7,blue cat skin,wild_2,4.2,wreath,9.5,133.9,10.45,ETH,30811.511499999997
391,522,1142,uwu,5.0,knight black,139.5,blue cat skin,classy_1,6.2,mohawk red,44.5,195.2,9.0725,WETH,26749.994075
392,528,8870,angry cute,2.4,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,piercings,8.1,14.6,7.1,ETH,20934.137
393,529,2868,beard pirate,0.8,hoodie purple,6.4,blue cat skin,wild_2,4.2,dutch,113.9,125.3,3.95,ETH,11646.4565
394,530,7409,ninja black,7.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,22.6,13.99,ETH,41249.0953
395,531,6079,hearts,4.2,bandana green,4.4,blue cat skin,cool_2,5.0,beret black,46.7,55.2,2.95,ETH,8697.986499999999
396,532,6029,happy cute,8.9,buttondown green,0.2,blue cat skin,cool_2,5.0,beret black,46.7,55.8,0.648,ETH,1910.60856
397,533,8076,shocked,7.5,robe blue,0.4,blue cat skin,cool_1,1.2,beret red,9.3,18.3,10.5146,WETH,31001.982662
